gene,color,number
gene-LOC124190454,blue,3
gene-LOC124190455,blue,3
gene-LOC124190459,blue,3
gene-LOC124190461,blue,3
gene-LOC124190466,blue,3
gene-LOC124190467,blue,3
gene-LOC124190471,blue,3
gene-LOC124190475,blue,3
gene-LOC124190476,blue,3
gene-LOC124190477,blue,3
gene-LOC124190480,blue,3
gene-LOC124190481,blue,3
gene-LOC124190482,blue,3
gene-LOC124190483,blue,3
gene-LOC124190491,blue,3
gene-LOC124190492,blue,3
gene-LOC124190508,blue,3
gene-LOC124190522,blue,3
gene-LOC124190531,blue,3
gene-LOC124190534,blue,3
gene-LOC124190536,blue,3
gene-LOC124190538,blue,3
gene-LOC124190539,blue,3
gene-LOC124190540,blue,3
gene-LOC124190544,blue,3
gene-LOC124190553,blue,3
gene-LOC124190554,blue,3
gene-LOC124190556,blue,3
gene-LOC124190560,blue,3
gene-LOC124190563,blue,3
gene-LOC124190566,blue,3
gene-LOC124190568,blue,3
gene-LOC124190570,blue,3
gene-LOC124190580,blue,3
gene-LOC124190583,blue,3
gene-LOC124190588,blue,3
gene-LOC124190593,blue,3
gene-LOC124190594,blue,3
gene-LOC124190596,blue,3
gene-LOC124190600,blue,3
gene-LOC124190610,blue,3
gene-LOC124190613,blue,3
gene-LOC124190614,blue,3
gene-LOC124190621,blue,3
gene-LOC124190624,blue,3
gene-LOC124190631,blue,3
gene-LOC124190647,blue,3
gene-LOC124190649,blue,3
gene-LOC124190650,blue,3
gene-LOC124190652,blue,3
gene-LOC124190655,blue,3
gene-LOC124190660,blue,3
gene-LOC124190662,blue,3
gene-LOC124190669,blue,3
gene-LOC124190674,blue,3
gene-LOC124190681,blue,3
gene-LOC124190689,blue,3
gene-LOC124190717,blue,3
gene-LOC124190734,blue,3
gene-LOC124190736,blue,3
gene-LOC124190738,blue,3
gene-LOC124190751,blue,3
gene-LOC124190756,blue,3
gene-LOC124190757,blue,3
gene-LOC124190760,blue,3
gene-LOC124190770,blue,3
gene-LOC124190773,blue,3
gene-LOC124190775,blue,3
gene-LOC124190776,blue,3
gene-LOC124190792,blue,3
gene-LOC124190809,blue,3
gene-LOC124190813,blue,3
gene-LOC124190815,blue,3
gene-LOC124190830,blue,3
