gene,color,number
gene-LOC124188489,brown,4
gene-LOC124188490,brown,4
gene-LOC124188494,brown,4
gene-LOC124188498,brown,4
gene-LOC124188508,brown,4
gene-LOC124188527,brown,4
gene-LOC124188552,brown,4
gene-LOC124188573,brown,4
gene-LOC124188583,brown,4
gene-LOC124188609,brown,4
gene-LOC124188619,brown,4
gene-LOC124188620,brown,4
gene-LOC124188622,brown,4
gene-LOC124188639,brown,4
gene-LOC124188644,brown,4
gene-LOC124188647,brown,4
gene-LOC124188648,brown,4
gene-LOC124188704,brown,4
gene-LOC124188708,brown,4
gene-LOC124188727,brown,4
gene-LOC124188785,brown,4
gene-LOC124188802,brown,4
gene-LOC124188825,brown,4
gene-LOC124188826,brown,4
gene-LOC124188830,brown,4
gene-LOC124188862,brown,4
gene-LOC124188872,brown,4
gene-LOC124188875,brown,4
gene-LOC124188876,brown,4
gene-LOC124188923,brown,4
gene-LOC124188943,brown,4
gene-LOC124188987,brown,4
gene-LOC124189001,brown,4
gene-LOC124189027,brown,4
gene-LOC124189033,brown,4
gene-LOC124189034,brown,4
gene-LOC124189050,brown,4
gene-LOC124189265,brown,4
gene-LOC124189466,brown,4
gene-LOC124189649,brown,4
gene-LOC124189715,brown,4
gene-LOC124189736,brown,4
gene-LOC124189771,brown,4
gene-LOC124189786,brown,4
