"","cntrl1_4h","cntrl2_4h","cntrl3_4h","treat1_4h","treat2_4h","treat3_4h","cntrl1_24h","cntrl2_24h","cntrl3_24h","treat1_24h","treat2_24h","treat3_24h"
"Tcas000299",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas000909",34,20,15,19,7,44,250,75,47,240,136,512
"Tcas000404",195,324,370,240,291,343,184,207,231,162,267,245
"Tcas000873",112,111,130,98,135,184,141,88,130,99,126,126
"Tcas001521",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas001578",91,109,116,87,101,116,99,96,113,90,104,106
"Tcas000609",634,755,736,600,639,666,778,733,805,577,644,632
"Tcas000633",229,367,391,292,301,183,201,226,265,171,234,300
"Tcas000992",1,3,1,1,1,3,0,0,1,0,0,4
"Tcas001285",18201,14695,35219,16787,75417,88508,10,18,29233,9,16648,32439
"Tcas000708",13724,14099,30695,14114,71609,80754,16,20,25897,9,16897,30365
"Tcas000134",1,2,1,1,3,1,0,0,2,0,0,1
"Tcas001139",83,159,163,125,113,117,90,105,106,61,118,129
"Tcas001372",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas000452",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas000841",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas000722",29,9,134,25,195,154,0,6,112,0,40,20
"Tcas000168",1361,166,4026,988,7354,3604,0,249,1865,0,834,340
"Tcas001444",3431,72,11347,2065,19838,12564,11,601,5475,26,2334,1119
"Tcas000524",2,1,2,0,1,3,0,0,0,0,0,0
"Tcas000357",94,82,95,78,175,117,559,375,295,117,95,159
"Tcas001036",252,121,1349,262,2250,1571,0,28,369,0,681,356
"Tcas000937",18,12,84,25,145,146,0,8,27,0,10,4
"Tcas001185",0,0,0,1,1,0,0,0,0,0,0,0
"Tcas000307",1712,15,4854,1125,8139,5137,0,271,2097,0,1255,569
"Tcas000665",1010,976,1548,1005,1041,1020,651,962,1045,830,994,1209
"Tcas000495",89,124,133,100,103,79,117,114,111,91,110,147
"Tcas000342",98,113,127,100,118,106,101,105,133,112,125,135
"Tcas000498",78,71,77,54,53,79,58,49,68,66,60,72
"Tcas000413",884,1237,1584,1140,1455,1086,820,989,1122,711,1112,1180
"Tcas001235",7,3,8,3,6,2,3,3,7,1,2,5
"Tcas000979",194,324,414,268,413,303,187,220,275,257,402,422
"Tcas000720",2,3,1,0,0,1,4,1,2,1,2,1
"Tcas000428",0,0,0,0,1,0,0,0,1,0,2,0
"Tcas001289",1,1,1,1,3,0,0,0,2,1,1,1
"Tcas001323",251,369,347,283,300,283,254,286,339,267,342,347
"Tcas001400",1,2,2,7,5,1,2,3,4,0,3,1
"Tcas000489",285,346,364,293,309,417,464,289,278,249,260,288
"Tcas000764",106,132,121,108,78,123,137,85,117,129,95,117
"Tcas000448",61,49,26,56,19,52,86,41,45,43,41,25
"Tcas001339",645,804,999,675,959,770,575,710,849,850,1241,1128
"Tcas001263",559,862,888,608,820,669,655,637,711,742,876,912
"Tcas000485",31,60,54,39,69,44,42,51,53,21,37,49
"Tcas000900",12,24,37,23,25,21,14,15,25,5,10,13
"Tcas000666",316,478,430,379,370,386,458,394,338,323,409,447
"Tcas001327",341,494,581,388,618,525,232,331,466,217,368,431
"Tcas000468",14,21,37,18,21,18,16,20,24,10,16,22
"Tcas000762",945,1244,1859,1005,2629,2389,803,850,1513,734,1537,1819
"Tcas000794",458,556,1593,542,2378,1300,149,308,729,188,863,932
"Tcas001408",247,444,507,325,421,297,120,234,269,220,364,417
"Tcas000727",39,57,51,40,53,20,35,40,30,19,39,46
"Tcas000925",102,142,253,116,388,243,101,110,214,89,183,155
"Tcas000572",1,7,4,6,6,4,5,5,7,3,3,1
"Tcas000395",129,234,407,164,375,351,78,215,282,87,224,215
"Tcas001338",363,502,623,422,753,517,342,368,481,319,430,433
"Tcas000123",54,81,57,39,57,35,51,31,37,161,111,74
"Tcas000876",76,166,176,97,181,111,46,114,168,63,172,184
"Tcas000895",45,65,77,53,85,82,29,39,44,25,46,42
"Tcas000142",88,117,139,107,116,84,74,59,74,51,89,106
"Tcas001319",195,299,294,271,261,197,126,172,182,102,175,182
"Tcas001376",159,306,280,188,206,186,69,155,144,87,143,217
"Tcas001288",188,186,163,261,95,181,304,231,172,244,204,155
"Tcas001514",17,15,21,14,26,15,11,8,21,20,20,21
"Tcas000949",752,804,942,719,875,848,962,818,902,1122,1236,1392
"Tcas001630",153,191,468,145,533,472,135,150,262,79,311,292
"Tcas000161",0,0,0,0,0,0,0,0,0,1,0,0
"Tcas000981",186,296,274,235,292,215,215,189,233,198,264,270
"Tcas001302",225,327,307,229,287,216,201,222,237,217,308,324
"Tcas001333",245,302,380,246,468,377,425,341,439,512,653,886
"Tcas001445",131,183,155,101,192,138,556,364,288,2130,3451,4160
"Tcas001054",133,173,165,123,163,170,210,207,232,212,316,333
"Tcas000494",4,5,4,4,8,4,1,9,9,1,6,2
"Tcas000486",4,1,2,3,1,1,4,2,3,4,5,6
"Tcas000431",0,1,2,1,0,1,1,1,1,1,3,4
"Tcas000970",17,26,33,18,21,37,16,17,21,9,18,20
"Tcas001466",601,1194,521,1215,311,722,2310,987,1401,928,1508,917
"Tcas000931",404,675,696,507,615,461,445,512,610,389,568,578
"Tcas000191",346,424,501,389,386,361,418,358,413,336,420,403
"Tcas001107",192,302,332,174,327,189,110,135,164,155,207,186
"Tcas001352",176,237,188,166,191,227,198,181,207,170,159,155
"Tcas001213",341,428,420,346,464,506,446,360,418,184,224,326
"Tcas000132",117,177,174,140,165,214,185,131,155,111,148,115
"Tcas000270",481,752,712,541,622,633,493,494,568,447,662,696
"Tcas000748",190,303,274,236,221,198,378,314,385,282,334,347
"Tcas000894",3,2,2,0,1,0,1,2,2,2,0,5
"Tcas000836",93,55,43,128,1132,316,229,406,817,72,165,187
"Tcas000156",4,19,13,9,10,13,4,5,9,4,7,4
"Tcas000268",1053,1270,1451,940,1736,1659,1067,991,1310,910,1154,1213
"Tcas001166",376,517,581,342,593,655,469,409,517,347,414,507
"Tcas001460",55,112,95,84,69,62,69,62,57,70,83,120
"Tcas000749",369,502,516,405,479,470,419,342,421,389,474,507
"Tcas000713",38,85,68,57,55,36,28,36,42,29,51,70
"Tcas000319",458,676,812,463,829,761,477,465,552,402,508,501
"Tcas000910",290,305,427,285,615,530,373,319,455,289,335,375
"Tcas001218",516,792,908,575,904,563,445,573,650,412,655,660
"Tcas001123",77,124,141,95,102,115,66,67,94,60,85,97
"Tcas000427",308,426,483,304,410,398,328,358,414,333,362,401
"Tcas001685",1053,1106,1084,1024,710,1259,1641,1135,927,955,943,856
"Tcas001523",733,1090,1149,782,1136,1013,747,884,976,718,841,898
"Tcas001394",62,80,97,51,98,86,51,69,84,62,75,66
"Tcas000952",45,118,95,82,99,90,61,74,89,40,70,67
"Tcas000458",685,814,781,613,650,583,703,655,738,660,729,726
"Tcas000316",204,239,310,225,246,332,145,208,270,200,201,261
"Tcas000951",124,144,121,94,119,175,204,146,124,172,186,181
"Tcas001099",183,260,292,202,304,282,162,189,272,162,269,276
"Tcas000145",361,407,398,314,353,398,454,373,401,406,412,379
"Tcas001453",98,181,163,127,114,79,91,96,104,60,88,97
"Tcas001373",209,305,331,204,307,234,248,268,268,217,255,259
"Tcas000569",202,289,299,209,308,219,179,200,234,138,248,236
"Tcas001584",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas000190",6,14,9,10,15,16,12,14,18,9,17,16
"Tcas000759",91,119,135,81,159,110,102,94,98,57,89,112
"Tcas000540",610,925,913,742,894,815,716,652,815,609,810,929
"Tcas000986",111,194,160,149,151,174,173,148,166,166,169,146
"Tcas001320",37,72,68,36,51,56,47,52,60,28,77,42
"Tcas001196",0,0,1,1,0,0,0,0,0,0,0,0
"Tcas001628",189,283,283,186,234,194,193,226,214,158,235,272
"Tcas001345",58,120,154,82,154,146,43,82,101,52,94,80
"Tcas001429",503,590,733,509,553,588,595,600,542,266,346,359
"Tcas001518",208,199,465,191,466,438,204,176,291,149,184,198
"Tcas000296",22,16,24,31,17,30,44,30,20,18,15,10
"Tcas000830",5786,8187,10464,6145,10817,10272,6308,6607,8288,6055,9253,10243
"Tcas001603",18,32,43,32,30,20,24,13,20,11,21,20
"Tcas000152",105,152,181,133,127,172,124,117,134,132,127,157
"Tcas001217",173,255,257,184,298,198,199,222,244,206,310,295
"Tcas000172",431,394,399,356,307,418,568,404,368,375,324,351
"Tcas001574",55,79,88,49,89,78,49,47,61,51,63,67
"Tcas000230",112,166,154,130,140,67,98,123,108,94,119,141
"Tcas000440",52,45,49,25,52,38,41,34,35,29,38,36
"Tcas000253",284,342,453,233,406,223,385,346,388,295,381,341
"Tcas001455",12,1,2,4,2,4,1,4,3,2,3,2
"Tcas000661",0,1,2,0,2,0,0,2,0,1,1,0
"Tcas000857",54,104,92,73,89,58,50,81,74,42,78,77
"Tcas000599",41,66,70,41,57,57,24,35,45,26,33,53
"Tcas000488",42,46,53,33,56,49,51,42,55,31,44,42
"Tcas000476",26,27,38,27,18,28,33,14,38,20,20,40
"Tcas001184",85,135,151,120,117,88,74,108,109,96,125,124
"Tcas000642",28,51,44,35,57,57,35,41,29,30,49,38
"Tcas000957",251,294,348,279,467,403,218,238,254,209,205,303
"Tcas001283",113,134,158,120,134,155,121,113,144,114,84,110
"Tcas001307",24,34,41,37,29,32,21,22,28,16,16,26
"Tcas001655",0,0,0,0,0,0,0,0,1,0,0,0
"Tcas000969",134,163,149,136,93,128,134,124,119,83,117,135
"Tcas001294",62,77,107,62,70,81,94,93,99,77,89,82
"Tcas001548",779,1343,1358,1070,1139,614,671,910,881,694,1048,1185
"Tcas001057",222,272,674,211,654,639,81,154,292,70,452,444
"Tcas001276",45,34,40,65,42,67,128,91,46,111,76,70
"Tcas000544",125,136,102,169,54,118,252,145,118,131,115,103
"Tcas001462",63,62,60,91,16,59,136,68,59,66,51,37
"Tcas000474",633,769,729,589,673,670,726,614,752,612,732,774
"Tcas000288",323,441,481,322,456,360,389,416,463,321,375,390
"Tcas001273",517,739,777,592,738,729,681,727,872,517,623,642
"Tcas001351",1088,1532,1485,1090,1387,999,806,872,1087,710,831,958
"Tcas001027",79,74,79,79,54,47,60,69,54,60,62,74
"Tcas000546",2318,2474,2239,2329,2036,2241,4086,2226,2353,1431,1050,789
"Tcas001132",173,319,342,176,321,311,208,254,228,192,263,315
"Tcas001696",2589,6146,5897,3662,5333,4431,1434,3817,3560,1630,2754,3238
"Tcas001553",123,161,163,99,186,186,110,105,164,66,110,122
"Tcas001104",13,11,10,7,8,23,12,6,12,12,10,11
"Tcas000358",173,254,252,150,217,291,165,174,211,157,196,208
"Tcas001608",231,351,295,244,248,200,156,197,182,145,189,249
"Tcas000611",28,60,77,40,98,27,8,43,47,27,37,45
"Tcas000507",71,94,97,78,73,82,54,68,89,35,73,106
"Tcas000670",100,121,111,81,90,79,72,99,113,83,85,113
"Tcas000953",618,989,1145,726,1256,1157,654,698,988,612,959,1094
"Tcas001343",196,215,259,165,258,283,286,238,271,184,244,242
"Tcas000610",27,31,36,32,59,59,14,16,32,17,30,25
"Tcas000750",75,97,121,80,108,94,85,104,107,96,99,94
"Tcas001170",29,30,27,22,28,28,14,19,40,15,18,22
"Tcas001432",199,174,214,144,132,183,239,143,177,183,178,171
"Tcas000535",18,42,75,35,129,134,10,19,62,32,58,60
"Tcas000755",445,490,435,430,354,513,657,428,467,356,432,413
"Tcas000658",162,271,304,163,310,243,107,90,105,71,138,136
"Tcas001670",3,1,0,4,1,1,1,1,1,1,1,1
"Tcas000558",11,14,7,8,26,16,8,11,19,9,14,7
"Tcas001481",463,514,336,284,374,307,669,347,264,203,197,88
"Tcas000396",26,23,21,9,24,22,29,23,14,12,6,4
"Tcas001220",99,200,378,135,297,177,89,167,153,46,154,258
"Tcas001311",74,88,87,51,82,72,95,50,71,65,75,86
"Tcas000754",2838,3935,5622,3226,4389,4454,3053,3414,3417,1980,2918,3403
"Tcas001069",224,251,301,203,287,252,221,197,249,194,213,231
"Tcas001719",5363,4950,7130,5553,4686,2901,4160,4331,4481,6526,6634,7113
"Tcas001009",12,10,6,5,7,5,4,3,4,9,4,3
"Tcas000341",15,30,21,20,30,18,10,9,10,21,8,23
"Tcas000816",291,418,450,325,451,417,387,349,392,294,378,380
"Tcas001362",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas000692",172,244,299,266,267,254,212,192,230,188,227,294
"Tcas000786",55,97,92,63,102,71,59,58,76,52,75,109
"Tcas000390",133,170,207,140,160,172,144,156,153,128,172,185
"Tcas000798",164,285,391,237,350,246,83,156,176,102,213,293
"Tcas000875",1362,1898,1668,1371,1346,1552,1924,1771,1754,998,1744,1652
"Tcas001483",65,20,26,83,1,47,152,83,22,3,2,4
"Tcas001421",243,218,128,247,7,238,485,274,112,114,87,78
"Tcas000400",3,9,4,16,1,9,12,7,5,4,3,1
"Tcas001310",1,5,4,4,3,3,1,2,1,1,0,3
"Tcas001105",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas000963",619,1019,1000,749,841,775,608,710,767,416,583,582
"Tcas000753",13,25,36,18,32,24,12,18,25,9,20,25
"Tcas001325",190,189,197,157,157,227,215,185,200,155,174,194
"Tcas001101",61,106,89,95,92,60,40,54,57,43,65,93
"Tcas000657",1,2,2,0,2,0,0,0,1,0,2,2
"Tcas000204",3027,3661,3997,2836,3993,4214,3534,3233,3576,2892,3633,3682
"Tcas001313",0,0,0,0,0,0,0,0,0,1,0,0
"Tcas001557",34,43,24,26,27,16,27,18,25,25,27,30
"Tcas000137",415,543,614,370,535,518,402,366,479,272,376,413
"Tcas001237",95,134,133,118,92,101,78,92,80,80,95,140
"Tcas000581",2,1,4,0,2,1,1,2,0,0,2,5
"Tcas001353",3,1,2,0,1,0,1,0,0,5,6,9
"Tcas001703",115,170,160,117,161,158,96,142,143,118,125,172
"Tcas001089",1,0,1,0,0,0,0,0,0,1,0,0
"Tcas000917",290,397,389,277,392,350,293,321,361,303,438,446
"Tcas000870",276,308,313,252,266,328,376,281,272,274,254,240
"Tcas000810",438,727,743,543,684,679,429,514,597,368,526,543
"Tcas000897",272,410,429,315,372,264,229,290,306,185,320,411
"Tcas000833",468,807,680,513,631,511,378,519,510,345,508,510
"Tcas001697",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas000533",4,9,12,4,7,10,5,6,17,5,7,15
"Tcas001387",83,130,148,103,136,150,91,93,135,73,85,107
"Tcas000829",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas000373",595,828,985,629,1044,927,659,615,736,561,682,720
"Tcas001023",63,46,62,73,57,39,95,63,55,56,46,58
"Tcas000570",163,272,250,211,252,229,203,207,214,143,197,212
"Tcas001530",150,186,207,139,143,142,173,134,165,138,175,166
"Tcas000718",56,54,78,82,78,98,75,57,94,54,74,77
"Tcas001579",119,164,181,126,135,121,112,130,131,122,174,123
"Tcas000732",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas001647",31,49,56,34,54,56,44,40,44,34,43,32
"Tcas000985",152,183,174,178,182,165,240,192,180,149,205,204
"Tcas001173",405,603,610,435,534,576,503,468,472,550,590,680
"Tcas000430",4,0,0,0,0,0,1,0,0,0,1,0
"Tcas001177",1,1,0,1,2,0,1,0,0,0,0,1
"Tcas001001",0,1,2,3,0,2,2,2,2,0,0,0
"Tcas000310",2,3,2,4,0,3,0,3,1,0,2,1
"Tcas001053",757,1351,1607,1049,1392,910,582,1179,1243,809,1324,1548
"Tcas000143",2,0,10,0,1,1,3,1,8,3,8,6
"Tcas000222",194,329,318,217,280,265,177,251,250,173,257,280
"Tcas001567",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas000620",108,41,603,160,612,460,1,185,270,3,196,152
"Tcas000707",1907,2384,3847,2195,4236,2604,762,1608,2517,1069,2369,2768
"Tcas001667",0,0,0,0,0,1,3,0,1,1,0,0
"Tcas000618",983,878,2531,816,4977,4203,174,294,1452,93,1163,1286
"Tcas001543",98,215,163,162,102,153,141,123,163,74,103,141
"Tcas000462",286,359,247,252,262,356,343,302,285,174,196,319
"Tcas001172",36,27,11,38,1,29,83,51,28,30,46,19
"Tcas000398",65,46,29,66,9,49,101,56,35,48,37,29
"Tcas000655",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas001360",27,39,46,40,35,39,26,24,26,20,30,28
"Tcas000699",444,584,625,451,488,345,404,447,427,336,561,547
"Tcas001033",0,0,0,0,0,0,0,1,0,1,0,0
"Tcas000716",0,1,0,0,1,1,0,0,1,1,0,0
"Tcas001340",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas001426",2,3,2,3,4,0,1,0,2,0,1,1
"Tcas001416",2,4,6,8,4,2,6,10,8,6,2,9
"Tcas001700",1191,1693,1849,1304,2246,1389,1279,1332,1372,941,1550,1529
"Tcas001226",17,17,15,10,10,14,11,19,23,24,19,12
"Tcas001095",135,169,195,133,157,161,174,126,148,131,149,132
"Tcas001228",110,151,130,120,107,108,122,172,147,97,167,199
"Tcas000281",93,143,137,85,96,137,98,102,114,77,106,84
"Tcas000926",296,472,411,338,333,249,271,321,427,332,451,387
"Tcas001687",115,145,133,87,119,113,100,63,103,77,93,112
"Tcas001149",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas000651",44,62,62,50,42,77,49,40,54,50,60,70
"Tcas001129",0,0,1,0,1,0,0,0,0,0,1,0
"Tcas000472",31,71,57,32,58,50,34,50,46,36,50,39
"Tcas000839",87,114,98,94,103,94,72,76,97,74,102,112
"Tcas001137",3,2,2,2,1,3,3,3,3,4,1,3
"Tcas000198",333,424,398,413,305,311,482,428,474,460,520,625
"Tcas000160",122,98,68,102,7,100,210,91,70,74,62,44
"Tcas001566",44,81,68,58,56,73,47,33,45,37,54,86
"Tcas000905",0,0,1,0,1,1,0,0,1,0,1,2
"Tcas001202",594,667,789,829,738,915,996,658,655,498,826,919
"Tcas001691",478,713,810,554,654,501,311,443,467,434,661,720
"Tcas001239",98,107,75,98,49,98,114,73,64,86,67,90
"Tcas000739",180,172,203,167,137,160,140,130,166,139,183,196
"Tcas001216",23,37,46,24,40,42,32,36,34,13,25,18
"Tcas000444",50,69,74,70,67,93,53,46,54,23,7,11
"Tcas001641",1044,1101,1148,922,1064,1082,1108,833,923,1210,1070,1075
"Tcas000291",44,46,49,51,41,66,57,46,46,52,41,45
"Tcas000382",6,12,26,19,21,4,6,12,15,4,8,8
"Tcas001147",160,184,183,108,118,130,192,133,162,169,135,128
"Tcas000844",138,247,315,142,190,113,130,181,212,100,188,213
"Tcas000541",1,11,14,7,4,1,8,8,1,7,6,2
"Tcas000735",3,3,1,5,1,1,2,2,3,0,3,6
"Tcas000504",11,11,16,10,25,18,7,11,6,7,15,8
"Tcas000585",45,41,24,73,15,50,90,48,41,41,49,24
"Tcas000554",479,807,786,565,724,727,541,623,604,352,352,435
"Tcas001154",351,434,448,356,388,428,467,348,395,265,333,366
"Tcas000252",103,146,193,117,113,100,70,103,102,77,85,94
"Tcas000362",0,0,2,0,0,2,0,0,1,0,0,1
"Tcas001070",298,223,199,233,102,268,387,224,175,462,194,98
"Tcas000615",4,5,3,2,2,2,5,7,4,2,1,2
"Tcas001496",391,645,833,557,770,686,388,562,588,324,453,613
"Tcas001705",27,31,35,21,16,30,34,31,30,34,25,31
"Tcas001382",2,2,7,2,9,3,1,3,6,2,6,9
"Tcas001111",83,126,132,71,123,103,102,95,121,85,102,114
"Tcas001484",7,10,21,11,17,6,7,9,15,4,18,19
"Tcas001122",1,3,1,1,1,2,0,0,2,2,0,1
"Tcas001082",44,42,30,36,16,41,55,57,42,40,35,33
"Tcas000399",203,234,207,141,268,260,202,200,227,166,200,210
"Tcas000393",2698,3217,3090,2207,3504,2785,3044,2503,2604,2536,2776,3313
"Tcas000353",2310,2666,2937,1900,2760,2755,2365,2088,2542,2208,2634,2591
"Tcas001247",159,255,287,186,251,319,193,180,195,132,171,191
"Tcas000827",200,268,280,242,277,185,181,209,216,173,219,233
"Tcas000772",118,181,137,239,60,166,483,275,328,49,59,78
"Tcas001342",1,3,1,8,1,2,2,2,4,0,1,0
"Tcas001119",0,1,0,0,1,0,0,0,0,0,0,1
"Tcas000763",1658,2317,2393,1607,3546,2148,1358,1610,2237,1024,1641,1926
"Tcas001727",107,252,231,169,170,143,69,134,143,121,194,227
"Tcas000690",5,10,12,6,9,3,4,7,2,6,7,7
"Tcas001044",27,13,14,8,83,62,0,0,24,0,2,6
"Tcas000185",1402,2562,3354,1754,2458,1959,877,1772,1903,1557,3541,3982
"Tcas000995",23,31,20,12,23,27,29,18,23,33,32,42
"Tcas000757",58,55,35,51,36,46,72,44,44,24,26,27
"Tcas000250",11,9,15,8,5,5,14,10,8,6,5,12
"Tcas001571",41,56,57,67,29,44,88,89,96,57,63,57
"Tcas000157",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas000520",26,38,24,14,20,23,13,11,26,19,21,26
"Tcas000200",80,72,48,82,7,53,115,79,59,58,48,29
"Tcas001451",0,1,4,3,0,4,0,0,2,3,5,2
"Tcas001245",0,0,1,0,0,0,0,0,0,0,0,0
"Tcas000974",413,780,838,657,720,522,139,421,465,189,407,542
"Tcas001299",55,59,28,48,29,33,49,43,29,36,31,23
"Tcas000822",126,188,298,137,259,202,118,147,176,96,191,218
"Tcas000622",0,0,2,0,3,0,0,1,1,0,0,1
"Tcas001621",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas000626",51,121,50,85,77,59,48,43,70,29,47,74
"Tcas000147",163,485,416,263,371,269,47,208,224,23,142,190
"Tcas000795",11,3,11,9,7,11,13,11,4,16,10,10
"Tcas000424",1640,1912,1528,1494,2073,2569,3194,1947,2104,7199,7778,9689
"Tcas000869",1,0,3,3,9,5,2,0,0,1,1,2
"Tcas001452",784,857,1166,454,1020,704,771,589,494,518,462,381
"Tcas000730",1398,2234,3224,1740,3593,2618,1400,1701,1798,1137,1510,1562
"Tcas000726",5416,6027,5622,4179,4257,4925,4700,4733,4846,6132,6833,5756
"Tcas000854",142,183,221,171,149,190,126,149,174,111,166,163
"Tcas001233",3,4,8,5,4,2,1,4,2,5,3,5
"Tcas001560",1,4,3,1,5,3,1,0,2,3,0,5
"Tcas000420",269,339,346,259,276,318,244,238,310,343,389,382
"Tcas000158",1,0,1,0,1,1,0,1,0,0,0,0
"Tcas001019",940,803,3092,1426,3561,2284,1396,982,1309,572,1065,986
"Tcas001648",791,1032,971,811,860,1032,1047,858,992,761,818,835
"Tcas001315",416,467,728,459,619,551,410,484,540,358,609,683
"Tcas001653",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas001612",253,342,440,240,434,428,262,265,362,188,300,275
"Tcas000267",308,461,462,295,538,423,323,307,343,279,327,352
"Tcas000135",119,183,196,132,136,123,88,110,111,107,136,156
"Tcas001244",210,414,454,317,514,381,129,207,305,135,299,343
"Tcas000574",1158,1593,1843,1287,2145,2184,1128,1280,1566,780,1112,1122
"Tcas001312",43,45,43,34,39,44,47,30,31,32,36,20
"Tcas000939",2,4,4,0,1,0,1,1,4,0,0,2
"Tcas000380",603,797,1123,672,1584,1136,539,683,870,804,1027,914
"Tcas000240",140,219,206,159,207,142,119,132,151,149,203,169
"Tcas001499",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas000512",39,52,65,37,48,73,60,43,48,30,52,53
"Tcas000519",110,186,236,131,187,205,128,124,147,126,142,180
"Tcas001402",34,34,48,38,70,30,13,20,37,11,33,32
"Tcas001692",7,5,8,3,9,10,14,5,11,6,9,8
"Tcas000170",78,97,93,90,88,74,72,68,67,72,77,85
"Tcas001540",190,234,203,181,194,243,208,164,188,136,142,128
"Tcas001176",14,14,18,6,14,16,18,8,13,10,13,16
"Tcas001098",423,645,641,354,538,378,370,478,458,421,480,560
"Tcas000286",55,74,70,67,72,87,67,85,111,61,62,68
"Tcas000450",42,47,72,53,66,47,52,42,67,36,40,48
"Tcas001167",104,154,154,138,131,122,110,104,111,99,137,90
"Tcas000767",8,9,6,6,6,16,5,3,9,8,11,13
"Tcas001565",454,310,287,459,44,166,733,372,201,216,165,143
"Tcas001300",311,393,422,286,278,282,319,317,329,286,330,256
"Tcas000877",170,173,163,154,139,154,288,142,141,162,142,116
"Tcas001016",282,291,277,334,317,349,239,175,211,238,247,290
"Tcas001116",0,1,3,0,0,1,3,1,1,1,1,1
"Tcas000521",20,47,27,31,33,36,23,22,26,18,22,17
"Tcas000439",148,211,232,193,188,182,188,166,181,148,204,219
"Tcas000352",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas001513",304,456,234,659,141,304,614,336,280,152,130,94
"Tcas000619",617,892,849,742,809,886,568,614,703,484,621,731
"Tcas000717",100,129,119,88,102,154,100,92,121,84,125,113
"Tcas000758",152,234,252,169,273,159,165,225,261,138,219,279
"Tcas001442",1,0,1,0,0,1,0,0,1,0,0,0
"Tcas001732",365,724,750,412,692,497,119,256,247,226,230,383
"Tcas001029",3,11,15,10,6,4,6,6,11,5,13,6
"Tcas000977",113,144,112,123,150,131,104,97,139,65,190,162
"Tcas001663",312,380,1053,372,1040,758,94,171,352,149,385,429
"Tcas000412",16,13,57,20,59,41,1,9,12,3,26,36
"Tcas000787",145,136,106,100,123,113,99,51,73,103,98,110
"Tcas000559",14,6,3,11,2,4,24,9,4,3,3,7
"Tcas001063",151,217,174,167,125,142,213,185,134,154,101,109
"Tcas000300",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas000276",126,131,134,194,62,198,239,142,143,99,116,132
"Tcas001423",83,146,62,152,19,122,210,130,97,70,42,89
"Tcas000330",2,1,2,3,0,5,2,4,0,4,0,1
"Tcas001061",82,69,74,116,16,105,148,90,88,66,58,35
"Tcas000409",0,0,1,0,0,0,0,0,0,0,0,0
"Tcas001644",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas001155",0,1,2,1,0,0,0,0,0,0,0,0
"Tcas000429",599,961,1351,832,1358,919,427,625,730,490,710,831
"Tcas001550",92,186,314,121,451,321,53,86,161,53,116,142
"Tcas000629",103,135,144,93,175,154,132,119,162,100,137,147
"Tcas001407",700,1062,1157,803,912,817,665,723,815,656,790,941
"Tcas000627",345,427,483,339,452,433,433,336,406,446,503,478
"Tcas001723",89,137,174,88,192,169,78,113,112,156,238,261
"Tcas001492",9,10,8,3,14,7,4,9,10,8,7,14
"Tcas001583",80,89,561,148,506,482,1,222,176,0,38,12
"Tcas001472",82,250,263,175,176,113,37,229,167,32,76,123
"Tcas000354",0,0,0,1,4,1,0,0,1,0,0,2
"Tcas001555",2,2,2,1,1,2,0,2,1,4,0,3
"Tcas001640",0,3,3,1,2,2,0,1,2,0,0,2
"Tcas001004",60,103,109,80,61,73,32,70,71,44,78,104
"Tcas000219",221,276,238,189,255,225,275,287,269,272,316,320
"Tcas000893",42,72,75,62,68,60,62,60,54,50,53,64
"Tcas001546",64,78,92,68,84,90,60,74,104,68,65,88
"Tcas000167",330,390,478,324,493,341,225,241,294,218,375,391
"Tcas001269",83,138,102,87,142,73,75,85,107,56,73,99
"Tcas000454",72,84,92,63,90,87,40,32,41,42,64,61
"Tcas000573",164,1029,1222,339,702,594,20,875,542,11,144,118
"Tcas000483",100,184,156,160,142,119,94,110,109,84,92,136
"Tcas000860",85,100,99,56,111,100,60,55,72,52,60,68
"Tcas000989",122,82,79,46,482,100,106,81,38,96,107,19
"Tcas001080",52,69,91,57,66,78,54,41,56,44,61,64
"Tcas000366",28,35,88,31,72,52,11,16,29,11,39,44
"Tcas001554",404,207,1113,335,1534,1167,91,132,500,74,511,508
"Tcas001689",325,514,687,398,669,531,303,359,414,594,827,720
"Tcas001572",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas001434",683,984,1210,723,902,598,528,702,735,622,824,955
