"genotype1_cntrl_rep1","genotype1_cntrl_rep2","genotype1_cntrl_rep3","genotype1_treat_rep1","genotype1_treat_rep2","genotype1_treat_rep3","genotype2_cntrl_rep1","genotype2_cntrl_rep2","genotype2_cntrl_rep3","genotype2_treat_rep1","genotype2_treat_rep2","genotype2_treat_rep3","genotype3_cntrl_rep1","genotype3_cntrl_rep2","genotype3_cntrl_rep3","genotype3_treat_rep1","genotype3_treat_rep2","genotype3_treat_rep3","genotype4_cntrl_rep1","genotype4_cntrl_rep2","genotype4_cntrl_rep3","genotype4_treat_rep1","genotype4_treat_rep2","genotype4_treat_rep3","genotype5_cntrl_rep1","genotype5_cntrl_rep2","genotype5_cntrl_rep3","genotype5_treat_rep1","genotype5_treat_rep2","genotype5_treat_rep3","genotype6_cntrl_rep1","genotype6_cntrl_rep2","genotype6_cntrl_rep3","genotype6_treat_rep1","genotype6_treat_rep2","genotype6_treat_rep3"
"gene-LOC124189924",15.6602543948095,6.77571425909541,7.79235814568593,11.2593514191357,13.7867880484511,6.0378998976576,21.468490772766,26.3320533890127,23.5981889176612,18.9061180850058,9.05475182057104,11.0306873722697,15.4308039352408,19.3507032771222,13.5626690247627,8.51333116716351,17.9202637862829,7.63486512056406,8.92899661888661,9.44231336677486,6.93373086723639,15.1727723588502,9.4890064588504,14.3087411384178,31.3629601160087,37.4605363655094,54.0795233637924,44.380226499215,43.13612402754,47.5197859059792,18.0143280276397,22.7678616151157,15.9693082670554,31.1493426028585,28.505769483903,23.8202100691789
"gene-LOC124189925",1.20463495344688,0,0,0,0,1.0063166496096,0,1.54894431700075,0,0,0,0,0,0.806279303213426,1.35626690247627,0,1.28001884187735,1.27247752009401,0,0,0,1.01151815725668,1.05433405098338,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189926",0.602317476723441,1.12928570984923,3.33958206243683,2.11112839108794,2.90248169441076,1.0063166496096,2.30019543993921,3.0978886340015,3.14642518902149,1.30387021275902,2.26368795514276,1.00278976111542,0,0,1.35626690247627,1.41888852786059,0.640009420938676,0.636238760047005,1.98422147086369,4.72115668338743,5.94319788620262,3.03455447177005,7.38033835688364,2.14631117076266,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9916494693102,0.693713636398322,0.575314078338217,3.63772348354221,3.19526844648445,1.15901916843852,1.89624505554102,5.46428678762776,3.19386165341108,0,2.51521495446203,3.76108580039667
"gene-LOC124189928",0,0,0,0,0.725620423602691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495266490516885,0,0,0,1.71070691541866,1.38742727279664,4.02719854836752,2.18263409012533,2.39645133486333,3.47705750531555,0,0,0,0,0,0
"gene-LOC124189929",0,0.564642854924617,0,0.703709463695981,0,0,0,0,1.57321259451075,1.30387021275902,0,0,1.9288504919051,1.61255860642685,0.678133451238136,0,0,1.27247752009401,2.97633220629554,1.18028917084686,2.47633245258442,1.01151815725668,0,0.715437056920888,5.13212074625598,6.2434227275849,1.72594223501465,2.18263409012533,8.78698822783223,1.15901916843852,0.948122527770509,0,0.638772330682215,1.94683391267866,5.86883489374474,1.25369526679889
"gene-LOC124189930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992110735431846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189932",3.01158738361721,0.564642854924617,0,1.40741892739196,0.725620423602691,4.0252665984384,0.766731813313071,4.64683295100224,0,0,1.13184397757138,0,1.9288504919051,0,1.35626690247627,1.41888852786059,0.640009420938676,0,1.98422147086369,1.18028917084686,0.495266490516885,0,0,0.715437056920888,1.71070691541866,3.46856818199161,1.72594223501465,0.727544696708442,3.19526844648445,4.05656708953481,1.89624505554102,4.55357232302314,7.02649563750437,6.8139186943753,5.86883489374474,8.77586686759223
"gene-LOC124189933",440.294075484836,404.848926980951,431.919280075163,551.708219537649,455.68962602249,502.15200815519,414.035179189058,387.236079250187,369.704959710025,409.415246806333,509.329789907121,502.397670318827,387.698948872924,445.066175373811,370.260864376022,509.38098150195,432.646368554545,542.075423560049,491.094814038764,450.8704632635,464.559968104838,530.035514402501,501.863008268088,543.732163259875,1.71070691541866,2.08114090919497,0.575314078338217,1.45508939341688,0.798817111621111,2.31803833687703,140.322134110035,140.250027549113,181.411341913749,157.693546926971,145.044062373977,134.145393547481
"gene-LOC124189934",101.189336089538,105.588213870903,117.998566206101,85.8525545709096,90.7025529503364,89.5621818152543,97.37494029076,97.5834919710471,102.258818643199,85.4034989357159,87.1519862729962,85.237129694811,116.695454760258,91.9158405663306,113.248286356769,83.7144231437746,111.36163924333,85.8922326063457,112.108513103799,105.04573620537,89.6432347835562,72.8293073224811,61.1513749570359,85.1370097735856,38.2057877776834,54.8033772754674,58.1067219121599,58.2035757366754,48.7278438088878,62.5870350956799,79.6422923327227,100.178591106509,123.92183215235,80.7936073761643,101.447003163302,110.325183478302
"gene-LOC124189935",0,0.564642854924617,1.11319402081228,0,0,0,0.766731813313071,0,0,0,0,1.00278976111542,0,0.806279303213426,0.678133451238136,0,0,0,0.992110735431846,0,0.99053298103377,1.01151815725668,3.16300215295013,0,1.14047127694577,0,1.15062815667643,0,2.39645133486333,1.15901916843852,0,4.55357232302314,0.638772330682215,0.973416956339329,1.67680996964136,0
"gene-LOC124189936",0,0,1.11319402081228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727544696708442,0.798817111621111,0,0,0,0,0,0.838404984820678,0
"gene-LOC124189937",0,0,0,0,0,0,0,0,0,0.651935106379511,0,0,1.9288504919051,0,0.678133451238136,1.41888852786059,0,0.636238760047005,0,0,0,0,0,0,3.42141383083732,1.38742727279664,1.15062815667643,2.18263409012533,0,2.31803833687703,0.948122527770509,3.64285785841851,3.83263398409329,3.89366782535732,2.51521495446203,1.25369526679889
"gene-LOC124189938",0,0,0,0.703709463695981,0,0,0,1.54894431700075,0,0.651935106379511,0,1.00278976111542,0,0.806279303213426,0,0,0,0.636238760047005,0,0,0.495266490516885,0,0,0,0.570235638472886,0,0.575314078338217,0,1.59763422324222,0,0,0,0.638772330682215,0.973416956339329,0,0
"gene-LOC124189939",0,0,0,0,0.725620423602691,1.0063166496096,0,1.54894431700075,0,0,0,0,0,0,0,0,0.640009420938676,0,0,0,0,0,0,0,1.71070691541866,0.693713636398322,0,0.727544696708442,0.798817111621111,0.579509584219259,0,0.910714464604627,0.638772330682215,2.92025086901799,0.838404984820678,0
"gene-LOC124189940",3.01158738361721,2.25857141969847,1.11319402081228,2.81483785478392,2.90248169441076,3.0189499488288,0,0,1.57321259451075,0.651935106379511,0,0,51.1145380354851,64.5023442570741,35.9410729156212,63.8499837537264,52.4807725169714,60.4426822044655,41.6686508881375,60.1947477131897,53.4887809758236,36.4146536612405,64.314377109986,57.234964553671,0.570235638472886,0.693713636398322,0,0,0,0.579509584219259,0.948122527770509,0,0.638772330682215,0,0,0
"gene-LOC124189941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189942",0,3.3878571295477,0,0,0,1.0063166496096,0,0,0,0,2.26368795514276,0,0,0.806279303213426,0,0,0.640009420938676,0,0,0,0.495266490516885,4.04607262902673,0,0,0,0,0,0,0,0,3.79249011108204,2.73214339381388,1.27754466136443,2.92025086901799,0,5.01478106719556
"gene-LOC124189943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579509584219259,0,0,0,0,0,1.25369526679889
"gene-LOC124189944",1237.76241466667,1309.40678057019,1198.90996041482,1355.34442707846,1190.74311513202,1316.26217768936,1162.36542898262,1042.4395253415,1008.42927308139,1160.44448935553,1243.89653135095,1196.3281850107,1047.36581710447,1261.82710952901,1140.62046498254,1173.4208125407,1164.17713668745,1153.50087196522,1158.7853389844,1130.71702567129,1140.10346116987,1225.9600065951,1071.20339579911,1105.35025294277,1480.90195311409,1223.01714097024,1280.07382430253,1224.45772456031,1282.90028126351,1216.39061727622,1346.33398943412,1292.30382527397,1295.43028662353,1480.56719059212,1329.71030592559,1322.64850647283
"gene-LOC124189945",69.8688272999192,84.131785383768,73.4708053736102,64.0375611963342,58.775254311818,65.410582224624,75.139717704681,61.9577726800299,55.0624408078761,74.3206021272643,50.9329789907121,69.1924935169642,78.1184449221564,74.1776958956352,71.8821458312424,69.5255378651687,96.0014131408014,67.4413085649826,79.3688588345477,76.7187961050457,73.7947070870159,62.7141257499143,59.0427068550691,55.0886533829083,191.028938888417,242.106059103014,177.772050206509,189.161621144195,231.656962370122,204.566883229398,91.9678851937394,102.910734500323,93.8995326102856,121.677119542416,107.315838057047,72.7143254743356
"gene-LOC124189946",101.189336089538,142.854642295928,135.809670539098,137.927054884412,140.044741755319,110.694831457056,93.5412812241947,119.268712409058,91.2463304816233,95.8344606377881,70.1743266094255,109.304083961581,64.6164914788207,105.622588720959,91.5480159171484,66.6877608094475,79.3611681963959,157.15097373161,79.3688588345477,82.62024195928,105.987028970613,79.9099344232779,125.465752067022,105.16924736737,53.6021500164513,66.5965090942389,87.447739907409,109.131704506266,63.9053689296889,82.869870543354,28.4436758331153,50.0892955532545,81.1240859966413,64.2455191183957,51.981109058882,56.41628700595
"gene-LOC124189947",2874.25899892426,3368.65927248027,2968.88845350634,3270.13787779522,3247.87701604564,2725.1054871428,2623.75626515733,2561.95390031924,2364.53852954965,2706.18262658135,2672.28363104603,2735.61046832287,2726.43017030785,2854.22873337553,2332.10093880795,2756.90040963312,2650.27901210706,3188.19242659554,2545.75614711812,2593.09530835055,2715.54616750408,2576.33674653277,2785.55056269808,2463.96522403554,1881.77760696052,1710.00411372186,1795.55523849357,1765.75097891139,1691.89464241351,1514.83805314914,1904.77815829095,1861.50036565186,2717.97626705283,2203.81598915224,2030.61687323568,2161.37063996129
"gene-LOC124189948",0,0.564642854924617,0,0,0,0,0,0,0,0,0,0,0,0.806279303213426,0,0,0,0,0,0,0,0,0,0,0,0,1.15062815667643,0,3.19526844648445,0.579509584219259,0,0,0,0,0,0
"gene-LOC124189949",13.2509844879157,15.8099999378893,8.9055521664982,8.44451356435177,5.80496338882153,4.0252665984384,21.468490772766,17.0383874870082,9.43927556706448,6.51935106379511,4.52737591028552,16.0446361778468,12.5375281973831,8.06279303213426,6.78133451238136,4.25666558358176,12.1601789978348,6.36238760047005,9.92110735431846,8.262024195928,5.94319788620262,7.08062710079677,4.21733620393351,4.29262234152533,3.9916494693102,2.77485454559329,2.30125631335287,0.727544696708442,1.59763422324222,1.15901916843852,19.9105730831807,21.857147150511,25.5508932272886,27.2556747775012,12.5760747723102,27.5812958695756
"gene-LOC124189950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189951",1.80695243017032,1.12928570984923,3.33958206243683,2.11112839108794,0,0,0.766731813313071,4.64683295100224,6.29285037804299,0.651935106379511,2.26368795514276,2.00557952223085,2.89327573785764,0.806279303213426,3.39066725619068,0,1.92002826281603,3.18119380023503,4.96055367715923,3.54086751254057,3.96213192413508,4.04607262902673,2.10866810196675,3.57718528460444,0,0,0,0,0,0,0,0,0.638772330682215,0,0,0
"gene-LOC124189952",31.9228262663424,28.2321427462309,33.3958206243683,21.8149933745754,24.6710944024915,24.1515995906304,36.0363952257143,44.9193851930217,26.7446141066827,33.2486904253551,24.9005675065704,32.0892723556935,31.8260331164341,21.7695411867625,25.090937695811,26.9588820293511,24.3203579956697,23.5408341217392,33.7317650046828,29.5072292711714,22.2869920732598,25.287953931417,25.3040172236011,24.3248599353102,18.2475404311324,15.9554136371614,17.8347364284847,18.9161621144195,12.7810737859378,19.1238162792355,28.4436758331153,21.857147150511,16.6080805977376,19.4683391267866,20.1217196356963,18.8054290019833
"gene-LOC124189953",1.20463495344688,2.25857141969847,3.33958206243683,0.703709463695981,3.62810211801345,2.0126332992192,0.766731813313071,0,1.57321259451075,2.60774042551804,1.13184397757138,0,0.964425245952548,2.41883790964028,2.03440035371441,2.83777705572117,1.28001884187735,1.90871628014102,0.992110735431846,3.54086751254057,0.99053298103377,2.02303631451336,1.05433405098338,0.715437056920888,8.55353457709329,6.2434227275849,4.02719854836752,4.36526818025065,4.79290266972667,5.79509584219259,0,0,0,0,0,0
"gene-LOC124189954",165.034988622223,178.427142156179,173.658267246715,179.445913242475,173.423281241043,157.991713988707,143.378849089544,161.090208968078,121.137369777327,179.934089360745,141.480497196422,168.468679867391,139.84166066312,135.454922939856,137.661090601342,156.077738064664,166.402449444056,181.328046613397,143.856056637618,133.372676305695,138.179350854211,141.612542015935,134.954758525872,165.265960148725,161.9469213263,215.744940919878,181.223934676538,194.981978717863,227.662876812017,177.329932771093,151.699604443281,142.982170942926,200.574511834216,187.869472573491,148.39768231326,111.578878745101
"gene-LOC124189955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70235638472886,5.54970909118658,4.60251262670573,3.63772348354221,4.79290266972667,2.31803833687703,1.89624505554102,1.82142892920925,3.19386165341108,2.92025086901799,2.51521495446203,3.76108580039667
"gene-LOC124189956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13212074625598,10.4057045459748,9.78033933174969,5.82035757366754,7.98817111621111,4.05656708953481,0,0,0,0,0,0
"gene-LOC124189957",0,0.564642854924617,1.11319402081228,0.703709463695981,0.725620423602691,0,0,0,0,0,0,1.00278976111542,0,0.806279303213426,0,0,0,0,0.992110735431846,1.18028917084686,0,0,0,0.715437056920888,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189958",1.20463495344688,0.564642854924617,0,1.40741892739196,1.45124084720538,4.0252665984384,0.766731813313071,1.54894431700075,0,0,0,0,1.9288504919051,3.2251172128537,2.03440035371441,1.41888852786059,0.640009420938676,0,1.98422147086369,0,0,1.01151815725668,1.05433405098338,1.43087411384178,0.570235638472886,2.08114090919497,0.575314078338217,1.45508939341688,0.798817111621111,1.15901916843852,0.948122527770509,0.910714464604627,1.27754466136443,1.94683391267866,2.51521495446203,0
"gene-LOC124189959",0,1.12928570984923,0,0,0,0,0,0,0,0,0,0,0.964425245952548,0,0,0,0,0,0,2.36057834169371,0,1.01151815725668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189960",0.602317476723441,0,0,0,0,0,0,0,1.57321259451075,0,0,0,0,0,0,0,0,0,0.992110735431846,1.18028917084686,0,0,0,0,0,0,0,0,0,0.579509584219259,0,0,0,0,0,0
"gene-LOC124189961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575314078338217,0,0,0,0,0,0,0,0.838404984820678,1.25369526679889
"gene-LOC124189962",12.6486670111923,5.64642854924617,4.4527760832491,2.81483785478392,6.53058381242422,8.0505331968768,16.8680998928876,12.391554536006,12.585700756086,14.3425723403492,7.92290784299966,12.0334771333851,2.89327573785764,8.86907233534769,11.5282686710483,9.9322196950241,14.7202166815896,7.63486512056406,13.8895502960458,9.44231336677486,16.3437941870572,15.1727723588502,8.43467240786702,13.5933040814969,0,0,0,0,0,0,4.74061263885254,6.37500125223239,5.74895097613994,4.86708478169665,3.35361993928271,3.76108580039667
"gene-LOC124189963",9.63707962757506,9.5989285337185,5.56597010406138,4.92596624587186,8.70744508323229,4.0252665984384,15.3346362662614,10.8426102190052,15.7321259451075,10.4309617020722,11.3184397757138,15.0418464167313,36.6481593461968,23.3820997931894,33.2285391106687,28.3777705572117,42.8806312028913,36.2656093226793,49.6055367715923,34.2283859545589,52.4982479947898,31.3570628749571,26.3583512745844,35.7718528460444,1.14047127694577,3.46856818199161,1.72594223501465,0.727544696708442,2.39645133486333,2.31803833687703,1.89624505554102,8.19643018144164,6.38772330682215,5.84050173803598,3.35361993928271,2.50739053359778
"gene-LOC124189964",0.602317476723441,0,0,0,0,0,0,0,0,1.30387021275902,0,0,0.964425245952548,0,0,0,0.640009420938676,0,0,0,0,0,0,0,0,0.693713636398322,1.15062815667643,2.91017878683377,2.39645133486333,1.15901916843852,0,0,0,0,0,0
"gene-LOC124189965",28.9112388827252,42.3482141193463,34.5090146451805,31.6669258663191,26.8479556732996,29.1831828386784,38.3365906656536,21.6852204380105,17.3053385396182,35.8564308508731,24.9005675065704,23.0641645056547,27.9683321326239,26.6072170060431,21.7002704396204,15.6077738064664,39.0405746772593,25.4495504018802,72.4240836865248,47.2115668338743,38.630786260317,37.4261718184972,29.5213534275346,40.0644751875697,12.5451840464035,13.1805590915681,10.3556534100879,5.0928128769591,10.3846224510744,5.21558625797333,36.9767785830498,27.3214339381388,37.0487951795685,35.0430104282159,42.7586542258546,35.1034674703689
"gene-LOC124189966",839.630562552477,750.410354194817,719.12333744473,729.746713852732,735.053489109526,627.94158935639,1288.10944636596,1257.74278540461,1187.77550885561,1224.33412978072,1195.22724031538,1247.47046282759,1308.72505875761,1119.11567286024,1324.39463026808,1286.93189476955,1369.62016080877,1250.84540225241,1228.23309046463,1109.47182059605,1066.80402057337,1041.86370197438,1024.81269755584,1223.39736733472,912.947257195091,1063.46300459863,980.335189488321,1121.14637762771,1151.89427495764,1051.23038577373,1362.45207240622,1342.39312082722,1370.16664931335,1416.32167147372,1572.00934653877,1341.45393547481
"gene-LOC124189967",516.186077551989,600.779997639793,602.237965259441,478.522435313267,500.678092285857,459.886708871587,863.340021790518,687.731276748332,497.135179865396,341.613995742864,372.376668620984,803.234598653454,429.169234448884,351.537776201054,292.275517483637,398.707676328825,350.085153253456,390.014359908814,533.755575662333,426.084390675716,352.629741248022,372.238681870459,416.461950138434,461.456901713973,827.982147062631,862.979763679513,474.058800550691,754.463850486655,782.840769388689,801.461754975235,1175.67193443543,1630.17889164228,2376.87184246852,1555.52029623025,1307.07337133544,1639.83340897295
"gene-LOC124189968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189969",401.745756974535,536.975355033311,468.654682761968,489.078077268707,509.385537369089,385.419276800477,433.203474521885,438.351241711212,374.424597493558,413.32685744461,438.023619320124,481.339085335403,448.457739367935,392.658020664939,334.997924911639,419.991004246733,449.286613498951,475.90659251516,310.530660190168,397.757450575391,312.513155516154,299.409374547978,366.908249742215,351.995032005077,318.19148626787,353.793954563144,287.657039169108,341.946007452968,385.828664912997,315.832723399496,309.087944053186,356.089355660409,486.744515979848,395.207284273768,352.968498609505,327.21446463451
"gene-LOC124189970",292.123976210869,256.912498990701,277.185311182257,245.594602829897,232.924155976464,238.497045957475,240.753789380304,240.086369135116,248.567589932698,236.000508509383,193.545320164706,201.5607419842,271.967919358619,217.695411867625,207.50883607887,242.62993826416,253.443730691716,253.223026498708,236.122355032779,236.057834169371,248.128511748959,204.32666776585,206.649473992742,213.200242962425,143.699380895167,149.148431825639,128.295039469422,133.140679497645,163.757507882328,128.071618112456,124.204051137937,143.892885407531,197.380650180805,137.251790843845,140.013632465053,162.980384683856
"gene-LOC124189971",774.580275066345,948.599996273357,859.385784067077,998.563728984597,908.476770350569,820.148069431824,680.091118408694,749.689049428362,660.749289694514,827.3056499956,810.400287941108,820.282024592416,686.670775118214,788.541158542731,667.283316018326,811.604237936255,700.170306506912,890.09802530576,666.6984142102,741.221599291826,710.212147401213,771.788353986848,865.608255857353,846.36203833741,500.096654940721,487.68068638802,524.686439444454,656.245316431015,543.994453013977,555.749691266269,519.571145218239,581.035828417752,677.73744285383,594.75776032333,562.569744814675,600.520032796668
"gene-LOC124189972",4172.25316126328,3625.57177147097,3898.40546088459,3645.21502194518,4162.88437020864,3981.99498250518,3099.89672122475,3255.88095433557,3453.20164495109,3663.87529785285,3105.77987445587,3054.49761235758,3781.51138937994,3625.03174724756,4298.68794739854,3696.20461507683,3634.61350151074,4014.6665758966,3586.48030858612,3124.22543523163,3634.76077390342,3514.01407830971,3428.69433379794,3484.89390426164,2515.87963694237,3438.73849562648,3248.22328629757,3492.21454420052,3414.14433506863,3513.56660912136,2120.00197209486,2223.9647225645,2114.97518688881,1828.07704400526,2087.62841220349,1979.58482627545
"gene-LOC124189973",374.039153045257,395.249998447232,289.430445411192,287.11346118796,289.522549017474,248.560212453571,249.954571140061,266.418422524129,228.115826204058,217.746325530757,212.786667783419,215.599798639816,409.880729529833,297.517062885754,255.656311116777,373.167682827334,320.644719890277,359.474899426558,301.601663571281,259.663617586309,284.778232047209,226.580067225497,228.790489063393,236.094228783893,89.5269952402431,107.52561364174,94.9268229258058,84.3951848181793,116.627298296682,103.732215575247,54.9911066106895,61.9285835931146,90.7056709568746,76.899939550807,68.7492087552956,68.9532396739389
"gene-LOC124189974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189975",661.946906919062,623.930354691702,695.746263007672,754.376545082091,772.785751136866,735.617470864617,605.718132517326,628.871392702304,572.649384401912,666.27767871986,690.424826318542,691.924935169642,596.979227244627,626.479018596832,560.1382307227,695.255378651687,546.568045481629,725.312186453586,611.140213026017,646.798465624078,603.234585449566,742.454327426404,784.424533931633,667.502774107188,525.757258672001,532.772072753911,522.960497209439,568.939952826002,477.692632749425,498.378242428562,443.721342996598,506.357242320173,564.035967992396,518.831237728862,446.031451924601,477.657896650377
"gene-LOC124189976",0.602317476723441,0,0,0.703709463695981,0.725620423602691,2.0126332992192,0.766731813313071,0,0,1.30387021275902,0,0,1.9288504919051,0,0,1.41888852786059,1.28001884187735,0.636238760047005,1.98422147086369,0,0.495266490516885,0,1.05433405098338,0,9.69400585403906,5.54970909118658,5.17782670504395,6.54790227037598,7.18935400459,2.89754792109629,3.79249011108204,1.82142892920925,3.19386165341108,1.94683391267866,1.67680996964136,1.25369526679889
"gene-LOC124189977",5.42085729051097,1.69392856477385,4.4527760832491,2.81483785478392,2.90248169441076,10.063166496096,4.60039087987843,3.0978886340015,1.57321259451075,3.25967553189755,4.52737591028552,6.01673856669254,1.9288504919051,3.2251172128537,2.71253380495254,4.25666558358176,4.48006594657073,3.81743256028203,4.96055367715923,2.36057834169371,1.48579947155065,2.02303631451336,3.16300215295013,2.86174822768355,1.14047127694577,0.693713636398322,0.575314078338217,1.45508939341688,4.79290266972667,1.73852875265778,0.948122527770509,2.73214339381388,3.83263398409329,4.86708478169665,4.19202492410339,8.77586686759223
"gene-LOC124189978",0,0.564642854924617,1.11319402081228,0,1.45124084720538,0,0,0,0,0,1.13184397757138,1.00278976111542,0.964425245952548,0.806279303213426,0.678133451238136,0,3.20004710469338,1.90871628014102,0,0,0,2.02303631451336,0,2.14631117076266,0,0,0,0,0,0.579509584219259,0.948122527770509,0,0,0,0.838404984820678,0
"gene-LOC124189979",292.123976210869,325.798927291504,284.977669327943,323.002643836455,312.74240257276,295.857094985222,305.159261698602,285.005754328138,286.324692200956,243.823729785937,319.180001675129,308.85924642355,245.9284377179,266.878449363644,242.771775543253,319.249918768632,284.164182896772,292.033590861575,273.822562979189,277.367955149011,264.472305936017,289.294192975411,327.89788985583,260.419088719203,170.500455903393,181.059259099962,184.100505068229,208.805327955323,194.911375235551,165.739741086708,164.973319832069,173.035748274879,244.011030320606,223.885899958046,189.479526569473,191.81537582023
"gene-LOC124189980",0,0,0,0,0,1.0063166496096,0,0,0,0.651935106379511,0,0,0,0,0,0,0,0,0,1.18028917084686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189983",151.181686657584,188.026070689898,154.733968892906,205.483163399226,190.112550983905,131.827481098858,130.344408263222,111.523990824054,121.137369777327,144.077658509872,147.139717084279,181.504946761892,124.410856727879,164.480977855539,120.02962086915,144.72662984178,161.922383497485,163.51336133208,137.903392225027,122.750073768073,115.397092290434,121.382178870802,119.139747761122,127.347796131918,169.93022026492,203.951809101107,189.853645851612,194.254434021154,211.686534579595,166.319250670927,89.1235176104278,111.107164681765,108.591296215977,106.102448240987,118.215102859716,97.7882308103134
"gene-LOC124189985",0.602317476723441,0.564642854924617,0,0,0.725620423602691,0,0,0,0,0.651935106379511,0,0,1.9288504919051,0,0,0,0,0,0,0,0,1.01151815725668,0,0.715437056920888,22.2391899004426,18.7302681827547,22.4372490551905,28.3742431716292,8.78698822783223,22.6008737845511,29.3917983608858,23.6785760797203,26.1896655579708,35.0430104282159,40.2434392713925,32.5960769367711
"gene-LOC124189986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189987",1241.97863700374,1103.3121385227,1276.83354187168,1197.00979774686,1162.44391861151,1302.17374459482,1573.33368091842,1493.18232158872,1640.86073607471,1401.66047871595,1451.02397924651,1370.81360344478,1165.02569711068,1207.80639621371,1239.62794886331,1032.95084828251,1099.53618517265,1024.34440367568,1372.08914710224,1285.33490705223,1229.74669595343,1215.84482502253,1165.03912633663,1345.73710406819,746.438450761008,898.359159135827,929.707550594558,1077.4936958252,984.142681517209,1187.41513806526,1659.21442359839,1630.17889164228,1085.91296215977,1566.22788274998,1758.97365815378,1479.36041482269
"gene-LOC124189988",232.494546015248,293.049641705876,230.431162308141,242.779764975113,261.948972920571,158.998030638317,308.226188951855,337.669861106163,193.505149124822,265.337588296461,246.741987110561,351.979206151513,205.422577387893,105.622588720959,101.041884234482,285.196594099978,267.523937952367,218.86613345617,143.856056637618,129.831808793154,150.561013117133,141.612542015935,184.508458922091,200.322375937849,123.741133548616,127.643309097291,88.5983680640854,85.8502742115962,148.579982761527,238.757948698335,120.411561026855,207.642897929855,246.566119643335,130.43787214947,231.399775810507,223.157757490202
"gene-LOC124189989",21.6834291620439,13.5514285181908,28.9430445411192,21.1112839108794,26.1223352496969,39.2463493347744,19.9350271461399,27.8809977060135,34.6106770792364,44.9835223401863,56.592198878569,15.0418464167313,81.9761459059666,41.9265237670982,104.432551490673,95.0655313666592,85.7612624057826,35.6293705626323,121.037509722685,112.127471230451,99.5485645938939,113.290033612748,106.487739149321,142.371974327257,57.5937994857615,63.8216545486456,46.6004403453956,39.2874136222559,55.1183807018567,46.9402763217599,108.085968165838,64.6607269869285,70.9037287057259,99.2885295466116,62.8803738615508,102.803011877509
"gene-LOC124189990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948122527770509,0.910714464604627,0,1.94683391267866,0,1.25369526679889
"gene-LOC124189991",127.088987588646,160.923213653516,134.696476518285,142.853021130284,140.770362178922,138.871697646125,129.577676449909,145.60076579807,116.417731993795,123.215735105728,96.2067380935673,153.42683345066,131.161833449547,123.360733391654,117.995220515436,133.375521618895,127.361874766797,132.973900849824,125.998063399844,127.471230451461,119.359224214569,96.0942249393848,124.411418016039,118.047114391946,32.5034313929545,44.3976727294926,39.696671405337,43.6526818025065,51.1242951437511,44.0427284006636,99.5528654159034,122.946452721625,122.644287490985,111.942949979023,131.629582616846,132.891698280682
"gene-LOC124189992",0,0,0,0,0,1.0063166496096,0,0,0,0,0,0,0,0,0,0,0,0.636238760047005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
