"cntrl1_4h","cntrl2_4h","cntrl3_4h","treat1_4h","treat2_4h","treat3_4h","cntrl1_24h","cntrl2_24h","cntrl3_24h","treat1_24h","treat2_24h","treat3_24h"
"Tcas000006",932.735935103252,941.27353576473,934.517769213346,922.285206888686,740.246131838837,749.001032236717,899.071725688848,829.184247271604,725.656095839062,1205.64099179372,889.998559977999,797.060788772943
"Tcas000008",0,0,0,0,0,0,0,0,0,0,0,0
"Tcas000022",55.4739214515074,55.4922106735603,50.8277794324053,49.0577237706748,35.0116413707558,44.0588842492186,65.5333610796219,69.6261581678446,53.5499227351115,85.0695590316737,83.3696947911264,60.4735175561561
"Tcas000034",60.6342862376941,58.6332792022524,66.8786571479017,55.1899392420091,47.5157990031686,56.6471368918525,57.4854044558087,53.1690662372632,57.9213449992022,70.4023936813852,66.0461218475157,46.5943495924481
"Tcas000015",41.2829182894939,77.4796903744049,73.1206651483725,52.7370530534754,59.1863461267538,45.8572060553092,55.1859882775763,75.9558089103759,62.292767263293,57.2019448661254,54.1361654487834,60.4735175561561
"Tcas000014",169.001946747616,187.417088878628,135.540745153081,199.9102243655,132.544070903575,126.781687329384,152.911175852451,177.230220790877,155.185490375221,234.674645604617,178.649345980985,196.291089772441
"Tcas000007",21.9315503412936,24.0815253866394,33.8851862882702,34.3404066394723,26.6755362824806,29.6723098004942,13.7964970693941,31.6482537126566,27.3213891505671,13.2004488152597,24.9026361064404,26.7669667871511
"Tcas000012",1.29009119654668,3.14106852869209,1.78343085727738,0,1.66722101765504,0.899160903045278,4.59883235646469,2.53186029701253,1.09285556602268,2.93343307005772,1.08272330897567,2.97410742079456
"Tcas000009",32.2522799136671,42.9279365587919,60.6366491474309,33.1139635452055,32.5108098442732,38.663918830947,27.5929941387882,40.5097647522005,41.528511508862,45.4682125858946,118.016840678348,101.119652307015
"Tcas000031",1434.58141055991,1761.09242175337,1482.0310423975,1604.18756730106,1223.7402269588,979.186223416308,1279.6251031863,1690.01674825586,1434.91935818778,1261.37622012482,1344.74234974778,1369.08078270576
"Tcas000018",2.58018239309337,3.14106852869209,3.56686171455476,1.22644309426687,2.50083152648256,2.69748270913583,3.44912426734852,3.7977904455188,3.27856669806805,2.93343307005772,2.16544661795134,5.94821484158913
"Tcas000003",407.668818108752,420.90318284474,378.087341742804,421.896424427803,310.103109283837,308.41218974453,352.960383358665,449.405202719724,408.727981692484,354.945401476984,402.773070938949,419.349146332033
"Tcas000011",131.589302047762,138.207015262452,142.67446858219,132.455854180822,77.5257773209592,119.588400105022,134.515846426592,126.593014850627,115.842689998404,112.937173197222,97.4450978078101,114.007451130458
"Tcas000019",328.973255119404,376.928223443051,333.50157031087,340.95118020619,202.567353645087,161.84896254815,438.038781953262,444.341482125699,371.570892447712,494.283472304725,452.578343151829,414.392300630709
"Tcas000029",27.0919151274804,27.2225939153315,34.7769017169089,30.6610773566717,53.3510725649612,48.554688764445,17.2456213367426,16.4570919305815,31.6928114146578,27.8676141655483,54.1361654487834,37.6720273300645
"Tcas000021",95.4667485444546,28.2696167582288,192.610532585957,50.2841668649416,267.588973333633,187.924628736463,1.14970808911617,46.8394154947318,137.699801318858,0,29.233529342343,16.8532753845025
"Tcas000026",0,2.09404568579473,0,2.45288618853374,0,1.79832180609056,0,2.53186029701253,1.09285556602268,0,0,0
"Tcas000002",10.3207295723735,18.8464111721525,36.5603325741863,15.9437602254693,24.174704755998,25.1765052852678,0,10.1274411880501,12.0214112262495,0,12.992679707708,8.92232226238369
"Tcas000025",0,0,0,0,0,0,0,0,0,0,1.08272330897567,0
"Tcas000013",904.353928779225,126.689763990581,1628.27237269425,613.221547133435,2146.54706023086,1719.19564662257,22.9941617823235,449.405202719724,1127.82694413541,2.93343307005772,543.527101105785,262.712822170186
"Tcas000032",30.9621887171204,5.23511421448682,59.7449337187922,14.7173171312024,88.362713935717,57.5462977948978,0,10.1274411880501,98.3570009420415,1.46671653502886,87.7005880270291,43.6202421716536
"Tcas000010",374.126446998538,367.505017856975,401.27194288741,364.25359899726,282.593962492529,323.6979250963,432.290241507681,494.97868806595,469.927893389754,492.816755769696,609.573222953301,581.933685335469
"Tcas000033",154.810943585602,173.805791920962,164.967354298158,165.569817726027,120.87352377999,139.369939972018,152.911175852451,153.177547969258,148.628356979085,173.072551133405,155.912156492496,123.921142533107
"Tcas000020",3657.40854220985,4753.48370675403,4520.10550776952,4101.22570722841,4107.19897699318,2942.05447476415,2860.47372572104,4421.89400873239,4289.45809663903,3879.46523515133,4239.94447794872,4437.36827182549
"Tcas000017",37.4126446998538,128.783809676376,173.884508584544,44.1519513936073,131.710460394748,111.495951977614,2.29941617823235,124.061154553614,103.821278772155,1.46671653502886,32.48169926927,15.8619062442377
"Tcas000005",34.8324623067605,80.620758903097,102.547274293449,50.2841668649416,77.5257773209592,51.2521714735809,18.3953294258588,70.8920883163509,57.9213449992022,19.0673149553751,34.6471458872214,38.6633964703293
"Tcas000023",43.8631006825873,68.0564847883286,84.7129657206755,56.416382336276,59.1863461267538,73.7311940497128,22.9941617823235,49.3712757917444,66.6641895273837,46.9349291209234,29.233529342343,55.5166718548318
"Tcas000028",86.4361101686278,116.219535561607,121.273298294862,115.285650861086,81.6938298650968,118.689239201977,74.7310257925513,97.4766214349825,112.564123300336,102.67015745202,92.0314812629318,121.938404252577
"Tcas000004",527.647299387594,572.721495064858,604.583060617031,548.22006313729,478.492432066996,537.698220021076,486.326521696141,601.316820540476,594.51342791634,582.286464406457,559.76795074042,613.657497823945
