"genotype1_cntrl_rep1","genotype1_cntrl_rep2","genotype1_cntrl_rep3","genotype1_treat_rep1","genotype1_treat_rep2","genotype1_treat_rep3","genotype2_cntrl_rep1","genotype2_cntrl_rep2","genotype2_cntrl_rep3","genotype2_treat_rep1","genotype2_treat_rep2","genotype2_treat_rep3","genotype3_cntrl_rep1","genotype3_cntrl_rep2","genotype3_cntrl_rep3","genotype3_treat_rep1","genotype3_treat_rep2","genotype3_treat_rep3","genotype4_cntrl_rep1","genotype4_cntrl_rep2","genotype4_cntrl_rep3","genotype4_treat_rep1","genotype4_treat_rep2","genotype4_treat_rep3","genotype5_cntrl_rep1","genotype5_cntrl_rep2","genotype5_cntrl_rep3","genotype5_treat_rep1","genotype5_treat_rep2","genotype5_treat_rep3","genotype6_cntrl_rep1","genotype6_cntrl_rep2","genotype6_cntrl_rep3","genotype6_treat_rep1","genotype6_treat_rep2","genotype6_treat_rep3"
"gene-LOC124188586",1944.11990394642,284.378863964384,3736.3158739351,3147.62565370756,2119.62031149203,1626.40277239119,3928.56381933578,6557.89195658847,4975.22087847077,2561.47851816496,4741.30904525227,7633.0011251222,2805.40526893426,5607.28997012651,2912.83936562975,1345.14092367797,271.107937702772,1415.08083547027,8464.67963989987,9745.19174062385,2357.34739945498,6183.01096464211,3895.92273797704,2953.44720242302,2087.9922117809,1356.36573419005,4272.32669069062,2367.33187462104,2497.69321327436,1985.25502279568,6400.58080141412,7635.4134984931,647.04011549018,4407.24646643509,4702.15977479471,1661.69322079579
"gene-LOC124188587",175.205022668907,172.945139840409,144.777879335487,189.885152991585,170.491198967837,173.587218976367,140.855406598662,230.811146512729,247.306300976617,212.36102993077,218.509487820697,158.316374524282,187.126026408532,214.526924978455,206.791751306809,200.572066415516,200.600012512674,193.244420450781,240.207757048738,244.836102781124,210.807176060922,243.316496242454,210.058176268349,214.917013229582,61.1000452140335,84.4005032255886,84.7226894765372,78.0323201434108,79.5443698495021,67.8218712975329,106.174171554505,113.363010479166,229.305433840896,138.763406882967,129.786358674985,162.873081151513
"gene-LOC124188588",155.529592315714,114.999603295942,167.453932725383,150.791150905082,147.451847755967,189.225707172436,224.895187006266,166.564744906093,383.082309355937,244.720805920221,194.23065584062,201.35383556001,141.087083403258,205.896531444839,118.017514634694,132.988000558114,60.5772315013521,137.009271642353,358.045524657553,226.964854402939,275.434193539453,520.512504619933,380.730444486383,202.730997015534,153.157446669844,88.3722916126752,328.197602923673,267.840666438194,172.72491738749,248.680194757621,826.436794802631,467.276799292172,242.266175753642,573.153202342688,369.891122223708,399.426841871567
"gene-LOC124188589",15.927729333537,11.5891073088934,6.97724719689094,12.2866863700437,6.91180536356096,14.0746393764622,7.10195327388209,16.6564744906093,14.5474294692128,19.2136169937364,8.67101142145624,10.7593652589318,4.45538158115552,16.0278737052869,6.26641670626694,10.9006557834519,7.94455495099699,11.2470297616857,10.575184272586,16.0841235403658,20.0036006481167,16.9397560675126,16.4107950209648,8.86255724658071,15.4786781208885,11.9153651612596,18.0961084318817,20.0353254422271,15.9088739699004,10.0476846366715,25.8261498375822,19.3546603257113,21.9335632369553,28.6576601171344,28.5529989084967,29.0844787770558
"gene-LOC124188590",0,0,0,0,1.15196756059349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124188591",0.936925254913939,0.891469792991799,1.74431179922273,2.23394297637159,1.15196756059349,0,3.55097663694105,0,4.84914315640426,2.02248599934067,0,3.0741043596948,0,0,0,0,0.993069368874624,0,1.51074061036942,0,1.53873851139359,1.53997782431933,0,2.21563931164518,0.814667269520446,0,0.822550383267351,0,0,0,2.8695722041758,1.38247573755081,4.98490073567165,0,3.89359076024955,3.87793050360744
"gene-LOC124188592",192.069677257357,144.418106464671,151.755126532378,137.387493046852,156.667588240715,139.182544945015,164.528584178268,145.149277703881,176.993725208756,182.02373994066,154.344003301921,149.094061445198,135.146574628384,178.772437482046,200.525334600542,176.590623691921,162.863376495438,159.503331165724,95.1766584532735,75.0592431883737,93.0936799393122,75.4589133916472,64.0021005817627,115.213244205549,20.3666817380112,51.6332490321248,37.0147672470308,34.7981968207102,36.3631405026295,31.8176680161265,60.2610162876918,78.8011170403959,85.7402926535524,70.8900013423851,90.8504510724896,44.5962007914856
"gene-LOC124188593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96473548385816,3.2902015330694,8.43592650199035,3.40904442212152,6.69845642444769,0,0,0,0,0,0
"gene-LOC124188594",2317.01615540217,2688.67289566327,2904.27914570585,2601.42659598471,3121.83208920837,2015.80112847331,2158.99379526016,2446.12225376377,1849.94811416823,2556.42230316661,1373.48820915867,2652.95206241661,1967.79353167702,2780.2196311863,1227.17327164394,1724.4837449421,2076.50805031684,2723.82611683006,1628.57837797824,1972.98582095154,2068.06455931298,1345.94061845509,2386.12959604828,2142.52321436089,379.634947596528,961.172789674939,788.82581755339,863.627975641262,563.628677790757,488.150011931625,878.089094477795,1201.37141593165,2081.69454721648,1214.17981022596,1391.30976499584,1279.71706619046
"gene-LOC124188595",106.809479060189,58.8370063374588,75.0054073665776,151.908122393268,137.084139710626,79.7562897999525,68.6522149808602,76.1438833856426,109.105721019096,77.8657109746158,86.7101142145624,61.4820871938961,44.5538158115552,44.3848810300251,120.10632020345,74.1244593274731,106.258422469585,157.458416663599,58.9188838044074,19.6583732160026,51.5477401316852,56.9791794998152,26.2572720335437,79.7630152192264,105.092077768138,70.4992438707858,76.4971856438636,111.776026151372,51.1356663318228,142.342199019513,67.4349467981313,60.8289324522355,49.8490073567165,60.3319160360725,81.7654059652406,85.3144710793638
"gene-LOC124188596",514.371964947752,458.215473597785,540.736657759048,499.286255219049,565.616072251405,642.74186485844,576.44187406343,516.350709208889,535.830318782671,572.363537813409,582.69196752186,454.967445234831,460.389430052737,516.590698655015,511.757364345133,486.169247941956,502.49310065056,505.093882024793,687.386977718087,684.468812884455,663.965667666334,726.869533078724,743.409014449705,656.937055902795,338.086916850985,360.439796128102,475.434121528529,441.831650541745,430.675945328018,413.629684209645,715.958264941862,694.002820250505,632.085413283165,733.03277983828,565.868523822935,655.370255109658
"gene-LOC124188597",4.68462627456969,6.2402885509426,5.2329353976682,3.35091446455738,8.06377292415445,3.12769763921382,7.10195327388209,4.75899271160266,4.84914315640426,7.07870099769234,17.3420228429125,9.22231307908441,7.42563596859253,2.46582672389029,11.4884306281561,6.54039347007116,7.94455495099699,3.067371753187,6.04296244147769,1.78712483781842,6.92432330127115,7.69988912159665,6.56431800838592,5.53909827911295,352.750927702353,295.898234837946,303.521091425653,319.510716262885,292.041472161743,334.922821222385,1.4347861020879,1.38247573755081,3.98792058853732,6.03319160360725,7.78718152049911,3.87793050360744
"gene-LOC124188598",0,0,0,0,0,0,0,0,0,1.01124299967033,0,0,0,0,0,0,0,0,0,0,0,0,1.64107950209648,0,10.5906745037658,10.9224180644879,19.7412091984164,16.8718530039807,11.3634814070717,16.7461410611192,0,0,0,0,0,0
"gene-LOC124188599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124188600",1114.00412809267,941.39210139934,1130.31404589633,910.331762871421,1034.46686941296,769.4136192466,1025.04858919698,1175.47119976586,1037.71663547051,1034.50158866275,806.404062195431,945.287090606152,1049.98492595898,1133.04737962759,841.788644208526,811.008790288824,1155.93274537006,1101.18645939413,879.251035235003,947.176164043763,914.780045023489,749.969200443514,823.821910052432,1003.68460817527,342.974920468108,739.745587094865,644.056950098336,791.922600374344,699.990454675618,663.984493073377,1111.95922911812,1356.20869853734,1518.40076408558,1324.28555699179,1556.13844051307,1250.6325874134
"gene-LOC124188601",3.74770101965575,7.1317583439344,0,1.11697148818579,3.45590268178048,0,15.3875654267445,11.8974817790067,9.69828631280853,7.07870099769234,10.4052137057475,12.2964174387792,8.91076316231104,3.69874008583543,9.39962505940041,6.54039347007116,4.96534684437312,5.11228625531167,0,3.57424967563684,2.30810776709038,1.53997782431933,4.92323850628944,1.10781965582259,2759.27804186575,2546.90930321923,2848.49197725484,3089.65808135397,2330.65003659041,3034.4007602748,278.348503805053,333.176652749744,216.34469192815,254.902345252406,282.934261911468,246.248586979073
"gene-LOC124188602",419.742514201445,363.719675540654,387.237219427447,355.196933243082,327.158787208552,398.781448999762,378.770841273712,364.062942437604,424.300026185373,419.665844863189,409.271739092735,396.55946240063,386.133070366812,401.929755994117,432.382752732419,477.448723315195,417.089134927342,313.894376076136,419.985889682699,359.212092401503,377.760304547126,403.474189971664,388.935841996866,347.855371928293,671.285830084848,514.346596127705,581.543120970017,510.373553370416,621.582432966823,591.976086510565,802.045431067137,772.803937290901,657.009916961524,832.5804412978,725.505744993167,771.708170217882
"gene-LOC124188603",413.184037417047,453.758124632826,463.986938593247,266.956185676404,407.796516450097,389.398356082121,563.421626394646,418.791358621034,467.942314593011,411.575900865826,287.877579192347,425.76345381773,371.281798429627,326.722040915463,346.741724413437,270.336263429608,397.22774754985,394.668498910061,424.518111513807,343.127968861137,580.104418795383,360.354810890723,406.987716519927,453.098239231439,150.713444861283,336.609065805583,348.761362505357,463.975957609469,280.677990754672,440.423509907436,562.436152018457,678.795587137446,610.15185004621,464.555753477758,643.740339027926,889.985050577909
"gene-LOC124188604",1827.94117233709,2051.27199367413,2002.4699455077,2154.63800071039,2244.03280803613,1911.02325755965,1822.83467362974,1817.93521583222,1612.34009950442,1918.32797037463,1642.28956322381,1852.14787671612,1743.53932542553,1827.1776024027,1542.58291252604,1811.68899120971,1664.38426223387,2157.38479974152,1735.84096131447,1570.88273244239,1852.64116771788,1690.89565110262,1902.01114292982,1801.31476036753,1493.28510503098,1538.07505289926,1511.84760444539,1658.71404845385,1531.79729367327,1435.14428893792,1430.48174378164,1401.83039787652,1921.18074352785,1592.76258335231,1615.84016550356,1644.24253352956
"gene-LOC124188605",751.414054440979,877.206276303931,966.348736769395,774.061241312754,772.970233158234,623.975679023157,731.501187209856,951.798542320532,853.44919552715,742.252361758026,546.273719551743,719.340420168584,641.574947686395,812.489905521849,600.531601017248,534.132133389145,640.529742924133,888.515351173167,658.682906121068,720.211309640824,691.662960871418,477.393125538992,835.309466567108,611.516450014069,219.145495501,321.714859354008,399.759486267933,352.199931458097,215.906146734363,260.402493500404,516.522996751644,528.105731744408,629.094472841762,484.163626189481,459.443709709447,509.947861224379
"gene-LOC124188606",0,0.891469792991799,0,0,0,0,3.55097663694105,0,2.42457157820213,1.01124299967033,0,1.5370521798474,0,0,0,0,0,0,1.51074061036942,3.57424967563684,0.769369255696795,4.61993347295799,1.64107950209648,0,17.9226799294498,22.8377832257475,27.1441626478226,25.3077795059711,26.136007236265,14.2342199019513,1.4347861020879,1.38247573755081,0,1.50829790090181,0,0
"gene-LOC124188607",508.750413418269,583.021244616637,528.526475164489,538.380257305552,535.664915675974,514.506261650674,411.913289885161,425.929847688438,307.920590431671,496.520312838134,495.981853307297,498.004906270558,399.499215110278,470.972904263044,387.473433004172,527.591739919074,458.798048420076,530.655313301351,436.604036396763,384.231840130961,413.151290309179,420.413946039177,444.732545068146,397.70725644031,442.364327349602,395.192944515109,384.95357936912,429.177760788759,430.675945328018,334.085514169329,232.43534853824,225.343545220781,343.958150761344,288.084899072246,275.147080390968,255.943413238091
"gene-LOC124188608",694.261613891229,665.036465571882,629.696559519407,640.024662730459,701.548244401438,861.680699603408,640.359453528369,644.843512422161,724.946901882437,697.757669772531,764.783207372441,536.431210766743,576.22935116278,697.828962860951,699.749865533142,723.803544021208,554.13270783204,675.844242952202,658.682906121068,684.468812884455,725.515208122077,842.367869902673,751.614411960187,745.562628368603,612.629786679375,592.789416772664,611.977485150909,613.713653019798,593.173729449144,600.349157041124,555.262221508018,550.225343545221,547.342100776747,647.059799486877,484.103117857694,606.896123814565
"gene-LOC124188609",252.03289357185,214.844220111024,200.595856910614,230.096126566273,269.560409178877,300.258973364527,265.139588891598,216.534168377921,247.306300976617,236.630861922858,282.674972339474,192.131522480925,233.164969413805,228.088971959851,243.345848760033,220.193246825729,178.752486397432,195.289334952906,274.954791087235,214.454980538211,252.353115868549,331.095232228656,287.188912866884,243.72032428097,157.230783017446,147.949117418973,139.83356515545,151.846677035826,119.316554774253,127.270672064506,190.826551577691,192.164127519562,210.362811045344,235.294472540683,157.041493996732,232.675830216447
"gene-LOC124188610",2264.54834112699,2766.23076765355,2926.95519909575,2875.08461059023,3101.09667311768,1848.46930477537,2296.29822522188,2369.97837037813,1731.14410683632,2355.18494623221,1848.65963505447,2448.52412249691,1985.61505800164,2179.79082391901,1415.16577283195,2025.34184456537,2241.35756555003,2810.73498317035,1698.07244605523,1828.22870908824,1878.03035315588,1499.93840088703,2213.81624832815,2138.0919357376,601.224444906089,1350.40805160942,891.644615461809,1188.41114596789,1024.98602291787,757.762883015645,1149.26366777241,1410.12525230182,1941.12034647054,1429.86641005492,1692.41411712181,1448.40704309738
"gene-LOC124188613",98.3771517659636,89.1469792991799,122.101825945591,97.176519472164,81.789696802138,86.0116850783801,56.8156261910567,66.6258979624373,48.4914315640426,56.6296079815387,36.4182479701162,26.1298870574058,102.473776366577,76.4406284405988,78.3302088283367,100.286033207758,85.4039657232177,61.34743506374,90.6444366221653,112.588864782561,94.6324184507057,83.1588025132438,70.5664185901486,89.7333921216297,213.442824614357,246.250879999365,168.622828569807,177.154456541797,270.450857488307,241.144431280117,154.956899025493,156.219758343241,183.444347072717,188.537237612726,193.381674425728,149.300324388887
"gene-LOC124188614",284.825277493837,325.386474442007,298.277317667088,321.687788597508,299.511565754308,247.088113497892,293.547401987127,249.84711735914,240.032586242011,251.799506917913,296.548590613804,264.372974933753,242.075732576116,241.651018941248,233.946223700632,283.41705036975,280.045562022644,269.928714280456,246.250719490216,268.068725672763,260.046808425517,249.476407539731,270.778117845919,279.170553267292,279.430873445513,357.460954837787,260.74847149575,323.72867951388,356.813316182052,333.248207116273,265.435428886262,239.168302596289,266.193699284866,265.460430558719,260.87058093672,232.675830216447
"gene-LOC124188615",7.49540203931151,8.02322813692619,6.97724719689094,7.81880041730055,2.30393512118699,10.9469417372484,5.91829439490174,11.8974817790067,14.5474294692128,4.04497199868134,5.20260685287375,4.6111565395422,8.91076316231104,7.39748017167086,9.39962505940041,10.9006557834519,1.98613873774925,6.134743506374,3.02148122073884,8.9356241890921,6.15495404557436,4.61993347295799,1.64107950209648,7.75473759075812,32.5866907808178,33.7602012902355,45.2402710797043,28.4712519442174,43.1812293468725,27.6311327508467,43.043583062637,51.1516022893798,63.8067294165971,64.8568097387779,59.7017249904932,58.1689575541117
"gene-LOC124188616",146.160339766574,156.898683566557,146.52219113471,202.171839361628,135.932172150032,125.107905568553,106.529299108231,114.215825078464,70.3125757678618,116.292944962088,138.7361827433,142.945852725808,108.414285141451,115.893856022843,86.6854311033593,93.7456397376866,115.196046789456,141.099100646602,125.391470660662,87.5691170531026,117.71349612161,103.178514229395,72.2074980922451,101.919408335678,145.82544124416,132.061963870627,133.253162089311,105.449081274879,118.180206633546,117.222987427835,183.652621067251,235.020875383637,289.124242668956,303.167878081264,280.338534737968,199.713420935783
