gene,color,number
Tcas000046,turquoise,3
Tcas000049,turquoise,3
Tcas000058,turquoise,3
Tcas000062,turquoise,3
Tcas000064,turquoise,3
Tcas000073,turquoise,3
Tcas000074,turquoise,3
Tcas000075,turquoise,3
Tcas000081,turquoise,3
Tcas000077,turquoise,3
Tcas000084,turquoise,3
Tcas000085,turquoise,3
Tcas000089,turquoise,3
Tcas000090,turquoise,3
Tcas000094,turquoise,3
Tcas000092,turquoise,3
Tcas000097,turquoise,3
Tcas000100,turquoise,3
Tcas000102,turquoise,3
Tcas000107,turquoise,3
Tcas000111,turquoise,3
Tcas000108,turquoise,3
Tcas000106,turquoise,3
Tcas000116,turquoise,3
Tcas001291,turquoise,3
Tcas000379,turquoise,3
Tcas000845,turquoise,3
Tcas001077,turquoise,3
Tcas001659,turquoise,3
Tcas000377,turquoise,3
Tcas001150,turquoise,3
Tcas000673,turquoise,3
Tcas000246,turquoise,3
Tcas000536,turquoise,3
Tcas001034,turquoise,3
Tcas000644,turquoise,3
Tcas000784,turquoise,3
Tcas001329,turquoise,3
Tcas000181,turquoise,3
Tcas000367,turquoise,3
Tcas001115,turquoise,3
Tcas001079,turquoise,3
Tcas001332,turquoise,3
Tcas000334,turquoise,3
Tcas001206,turquoise,3
Tcas001222,turquoise,3
Tcas000691,turquoise,3
Tcas000269,turquoise,3
Tcas000241,turquoise,3
Tcas001108,turquoise,3
Tcas000891,turquoise,3
Tcas000776,turquoise,3
Tcas000199,turquoise,3
Tcas001671,turquoise,3
Tcas001634,turquoise,3
Tcas001716,turquoise,3
Tcas001047,turquoise,3
Tcas000958,turquoise,3
Tcas000932,turquoise,3
Tcas000343,turquoise,3
Tcas001527,turquoise,3
Tcas000872,turquoise,3
Tcas001344,turquoise,3
Tcas000216,turquoise,3
Tcas001337,turquoise,3
Tcas000120,turquoise,3
Tcas001706,turquoise,3
Tcas000119,turquoise,3
Tcas000461,turquoise,3
Tcas001005,turquoise,3
Tcas000997,turquoise,3
Tcas001379,turquoise,3
Tcas000601,turquoise,3
Tcas001488,turquoise,3
Tcas001490,turquoise,3
Tcas000928,turquoise,3
Tcas000886,turquoise,3
Tcas000208,turquoise,3
Tcas000778,turquoise,3
Tcas000492,turquoise,3
Tcas001075,turquoise,3
Tcas000243,turquoise,3
Tcas000681,turquoise,3
Tcas001587,turquoise,3
Tcas000517,turquoise,3
Tcas000990,turquoise,3
Tcas001240,turquoise,3
Tcas001713,turquoise,3
Tcas001356,turquoise,3
Tcas001428,turquoise,3
Tcas000171,turquoise,3
Tcas001708,turquoise,3
Tcas001684,turquoise,3
Tcas000493,turquoise,3
Tcas001316,turquoise,3
Tcas001536,turquoise,3
Tcas000340,turquoise,3
Tcas000983,turquoise,3
Tcas001702,turquoise,3
Tcas000164,turquoise,3
Tcas001223,turquoise,3
Tcas000278,turquoise,3
Tcas001381,turquoise,3
Tcas001561,turquoise,3
Tcas001281,turquoise,3
Tcas001720,turquoise,3
Tcas000317,turquoise,3
Tcas000169,turquoise,3
Tcas000292,turquoise,3
Tcas001610,turquoise,3
Tcas000194,turquoise,3
Tcas000675,turquoise,3
Tcas000682,turquoise,3
Tcas000856,turquoise,3
Tcas001002,turquoise,3
Tcas000562,turquoise,3
Tcas000892,turquoise,3
Tcas000769,turquoise,3
Tcas000878,turquoise,3
Tcas000631,turquoise,3
Tcas000744,turquoise,3
Tcas001221,turquoise,3
Tcas000942,turquoise,3
Tcas001010,turquoise,3
Tcas001652,turquoise,3
Tcas000817,turquoise,3
Tcas001600,turquoise,3
Tcas001045,turquoise,3
Tcas001607,turquoise,3
Tcas000225,turquoise,3
Tcas000271,turquoise,3
Tcas000736,turquoise,3
Tcas001369,turquoise,3
Tcas000918,turquoise,3
Tcas000339,turquoise,3
Tcas001405,turquoise,3
Tcas000402,turquoise,3
Tcas001171,turquoise,3
Tcas000529,turquoise,3
Tcas000484,turquoise,3
Tcas001627,turquoise,3
Tcas001563,turquoise,3
Tcas000556,turquoise,3
Tcas001078,turquoise,3
Tcas001539,turquoise,3
Tcas001701,turquoise,3
Tcas000464,turquoise,3
Tcas000478,turquoise,3
Tcas000850,turquoise,3
Tcas000938,turquoise,3
Tcas000993,turquoise,3
Tcas000387,turquoise,3
Tcas000880,turquoise,3
Tcas000612,turquoise,3
Tcas001000,turquoise,3
Tcas000871,turquoise,3
Tcas000383,turquoise,3
Tcas001081,turquoise,3
Tcas001384,turquoise,3
Tcas001510,turquoise,3
Tcas001049,turquoise,3
Tcas000662,turquoise,3
Tcas000218,turquoise,3
Tcas000505,turquoise,3
Tcas000406,turquoise,3
Tcas001268,turquoise,3
Tcas001258,turquoise,3
Tcas001498,turquoise,3
Tcas001688,turquoise,3
Tcas000625,turquoise,3
Tcas000163,turquoise,3
Tcas001030,turquoise,3
Tcas000820,turquoise,3
Tcas001133,turquoise,3
Tcas000885,turquoise,3
Tcas000889,turquoise,3
Tcas001397,turquoise,3
Tcas001693,turquoise,3
Tcas001541,turquoise,3
Tcas000704,turquoise,3
Tcas000825,turquoise,3
Tcas000228,turquoise,3
Tcas000433,turquoise,3
Tcas000920,turquoise,3
Tcas001200,turquoise,3
Tcas001662,turquoise,3
Tcas000306,turquoise,3
Tcas001639,turquoise,3
Tcas000417,turquoise,3
Tcas000551,turquoise,3
Tcas000326,turquoise,3
Tcas001676,turquoise,3
Tcas001219,turquoise,3
Tcas000155,turquoise,3
Tcas001531,turquoise,3
Tcas001189,turquoise,3
Tcas001388,turquoise,3
Tcas001478,turquoise,3
Tcas000274,turquoise,3
Tcas000740,turquoise,3
Tcas000834,turquoise,3
Tcas000606,turquoise,3
Tcas000482,turquoise,3
Tcas001022,turquoise,3
Tcas001361,turquoise,3
Tcas001110,turquoise,3
Tcas001349,turquoise,3
Tcas001637,turquoise,3
Tcas001512,turquoise,3
Tcas000150,turquoise,3
Tcas001485,turquoise,3
Tcas001091,turquoise,3
Tcas000298,turquoise,3
Tcas000128,turquoise,3
Tcas000698,turquoise,3
Tcas001322,turquoise,3
Tcas001231,turquoise,3
Tcas001463,turquoise,3
Tcas001250,turquoise,3
Tcas001589,turquoise,3
Tcas000595,turquoise,3
Tcas000174,turquoise,3
Tcas001694,turquoise,3
Tcas000929,turquoise,3
Tcas001582,turquoise,3
Tcas001048,turquoise,3
Tcas000305,turquoise,3
Tcas001144,turquoise,3
Tcas000765,turquoise,3
Tcas000705,turquoise,3
Tcas000560,turquoise,3
Tcas001522,turquoise,3
Tcas000303,turquoise,3
Tcas001508,turquoise,3
Tcas001076,turquoise,3
Tcas001278,turquoise,3
Tcas000532,turquoise,3
Tcas000676,turquoise,3
Tcas001525,turquoise,3
Tcas001677,turquoise,3
Tcas001210,turquoise,3
Tcas001328,turquoise,3
Tcas001482,turquoise,3
Tcas000779,turquoise,3
Tcas000790,turquoise,3
Tcas001103,turquoise,3
Tcas000220,turquoise,3
Tcas000915,turquoise,3
Tcas001598,turquoise,3
Tcas000654,turquoise,3
Tcas001401,turquoise,3
Tcas001396,turquoise,3
Tcas000312,turquoise,3
Tcas001120,turquoise,3
Tcas001520,turquoise,3
Tcas001377,turquoise,3
Tcas001437,turquoise,3
Tcas001251,turquoise,3
Tcas001547,turquoise,3
Tcas000801,turquoise,3
Tcas001267,turquoise,3
Tcas000796,turquoise,3
Tcas001646,turquoise,3
Tcas001238,turquoise,3
Tcas001552,turquoise,3
Tcas001024,turquoise,3
Tcas001581,turquoise,3
Tcas000799,turquoise,3
Tcas001014,turquoise,3
Tcas000927,turquoise,3
Tcas000780,turquoise,3
Tcas000648,turquoise,3
Tcas001365,turquoise,3
Tcas000999,turquoise,3
Tcas000221,turquoise,3
Tcas001086,turquoise,3
Tcas000649,turquoise,3
Tcas000189,turquoise,3
Tcas000287,turquoise,3
Tcas000561,turquoise,3
Tcas000196,turquoise,3
Tcas001071,turquoise,3
Tcas001117,turquoise,3
Tcas000227,turquoise,3
Tcas000818,turquoise,3
Tcas001594,turquoise,3
Tcas000151,turquoise,3
Tcas000609,turquoise,3
Tcas001285,turquoise,3
Tcas000708,turquoise,3
Tcas000722,turquoise,3
Tcas000168,turquoise,3
Tcas001444,turquoise,3
Tcas000357,turquoise,3
Tcas001036,turquoise,3
Tcas000937,turquoise,3
Tcas000307,turquoise,3
Tcas000979,turquoise,3
Tcas000720,turquoise,3
Tcas000428,turquoise,3
Tcas001289,turquoise,3
Tcas001323,turquoise,3
Tcas000489,turquoise,3
Tcas000764,turquoise,3
Tcas000448,turquoise,3
Tcas000666,turquoise,3
Tcas000762,turquoise,3
Tcas000794,turquoise,3
Tcas000925,turquoise,3
Tcas000876,turquoise,3
Tcas001288,turquoise,3
Tcas001630,turquoise,3
Tcas001302,turquoise,3
Tcas000431,turquoise,3
Tcas000191,turquoise,3
Tcas001352,turquoise,3
Tcas000132,turquoise,3
Tcas000894,turquoise,3
Tcas001460,turquoise,3
Tcas001685,turquoise,3
Tcas000316,turquoise,3
Tcas001099,turquoise,3
Tcas001518,turquoise,3
Tcas000296,turquoise,3
Tcas000830,turquoise,3
Tcas001217,turquoise,3
Tcas000172,turquoise,3
Tcas000440,turquoise,3
Tcas001455,turquoise,3
Tcas001283,turquoise,3
Tcas001057,turquoise,3
Tcas000544,turquoise,3
Tcas001462,turquoise,3
Tcas000474,turquoise,3
Tcas001273,turquoise,3
Tcas001027,turquoise,3
Tcas000546,turquoise,3
Tcas000953,turquoise,3
Tcas001432,turquoise,3
Tcas000535,turquoise,3
Tcas000755,turquoise,3
Tcas001670,turquoise,3
Tcas001481,turquoise,3
Tcas000396,turquoise,3
Tcas001220,turquoise,3
Tcas001009,turquoise,3
Tcas000816,turquoise,3
Tcas000692,turquoise,3
Tcas000875,turquoise,3
Tcas001483,turquoise,3
Tcas001421,turquoise,3
Tcas000400,turquoise,3
Tcas001325,turquoise,3
Tcas000657,turquoise,3
Tcas000581,turquoise,3
Tcas000917,turquoise,3
Tcas000870,turquoise,3
Tcas000533,turquoise,3
Tcas001023,turquoise,3
Tcas001530,turquoise,3
Tcas001647,turquoise,3
Tcas000985,turquoise,3
Tcas000430,turquoise,3
Tcas001177,turquoise,3
Tcas001053,turquoise,3
Tcas000620,turquoise,3
Tcas000707,turquoise,3
Tcas000618,turquoise,3
Tcas000462,turquoise,3
Tcas001172,turquoise,3
Tcas000398,turquoise,3
Tcas001095,turquoise,3
Tcas001228,turquoise,3
Tcas000926,turquoise,3
Tcas001129,turquoise,3
Tcas001137,turquoise,3
Tcas000160,turquoise,3
Tcas000905,turquoise,3
Tcas001239,turquoise,3
Tcas000739,turquoise,3
Tcas000291,turquoise,3
Tcas001147,turquoise,3
Tcas000541,turquoise,3
Tcas000504,turquoise,3
Tcas000585,turquoise,3
Tcas001154,turquoise,3
Tcas000362,turquoise,3
Tcas001070,turquoise,3
Tcas000615,turquoise,3
Tcas001382,turquoise,3
Tcas001484,turquoise,3
Tcas001082,turquoise,3
Tcas000399,turquoise,3
Tcas000393,turquoise,3
Tcas000772,turquoise,3
Tcas000185,turquoise,3
Tcas000757,turquoise,3
Tcas000250,turquoise,3
Tcas001571,turquoise,3
Tcas000200,turquoise,3
Tcas001451,turquoise,3
Tcas001245,turquoise,3
Tcas001299,turquoise,3
Tcas000822,turquoise,3
Tcas000622,turquoise,3
Tcas001452,turquoise,3
Tcas001560,turquoise,3
Tcas001019,turquoise,3
Tcas001648,turquoise,3
Tcas001315,turquoise,3
Tcas001312,turquoise,3
Tcas000380,turquoise,3
Tcas000512,turquoise,3
Tcas000170,turquoise,3
Tcas001540,turquoise,3
Tcas001565,turquoise,3
Tcas001300,turquoise,3
Tcas000877,turquoise,3
Tcas001016,turquoise,3
Tcas001513,turquoise,3
Tcas000758,turquoise,3
Tcas001442,turquoise,3
Tcas001029,turquoise,3
Tcas000977,turquoise,3
Tcas001663,turquoise,3
Tcas000412,turquoise,3
Tcas000787,turquoise,3
Tcas000559,turquoise,3
Tcas001063,turquoise,3
Tcas000276,turquoise,3
Tcas001423,turquoise,3
Tcas000330,turquoise,3
Tcas001061,turquoise,3
Tcas000409,turquoise,3
Tcas001550,turquoise,3
Tcas001492,turquoise,3
Tcas000354,turquoise,3
Tcas000893,turquoise,3
Tcas000167,turquoise,3
Tcas000989,turquoise,3
Tcas000366,turquoise,3
Tcas001554,turquoise,3
Tcas001420,turquoise,3
Tcas000262,turquoise,3
Tcas000568,turquoise,3
Tcas000215,turquoise,3
Tcas000445,turquoise,3
Tcas001090,turquoise,3
Tcas000664,turquoise,3
Tcas000674,turquoise,3
Tcas000832,turquoise,3
Tcas000414,turquoise,3
Tcas001142,turquoise,3
Tcas000935,turquoise,3
Tcas000697,turquoise,3
Tcas000709,turquoise,3
Tcas001293,turquoise,3
Tcas001711,turquoise,3
Tcas001003,turquoise,3
Tcas001425,turquoise,3
Tcas001695,turquoise,3
Tcas001431,turquoise,3
Tcas000144,turquoise,3
Tcas001211,turquoise,3
Tcas001556,turquoise,3
Tcas001008,turquoise,3
Tcas000547,turquoise,3
Tcas001274,turquoise,3
Tcas000751,turquoise,3
Tcas000700,turquoise,3
Tcas000360,turquoise,3
Tcas000824,turquoise,3
Tcas001398,turquoise,3
Tcas000348,turquoise,3
Tcas001085,turquoise,3
Tcas001635,turquoise,3
Tcas001153,turquoise,3
Tcas000487,turquoise,3
Tcas000741,turquoise,3
Tcas001292,turquoise,3
Tcas001632,turquoise,3
Tcas000812,turquoise,3
Tcas000528,turquoise,3
Tcas000323,turquoise,3
Tcas001739,turquoise,3
Tcas000701,turquoise,3
Tcas001175,turquoise,3
Tcas001066,turquoise,3
Tcas001524,turquoise,3
Tcas001158,turquoise,3
Tcas000813,turquoise,3
Tcas001611,turquoise,3
Tcas001642,turquoise,3
Tcas000423,turquoise,3
Tcas000760,turquoise,3
Tcas001326,turquoise,3
Tcas000437,turquoise,3
Tcas000588,turquoise,3
Tcas001309,turquoise,3
Tcas001126,turquoise,3
Tcas001097,turquoise,3
Tcas000643,turquoise,3
Tcas000865,turquoise,3
Tcas001403,turquoise,3
Tcas000954,turquoise,3
Tcas000785,turquoise,3
Tcas000807,turquoise,3
Tcas001092,turquoise,3
Tcas000866,turquoise,3
Tcas001198,turquoise,3
Tcas000694,turquoise,3
Tcas000685,turquoise,3
Tcas000511,turquoise,3
Tcas001346,turquoise,3
Tcas001334,turquoise,3
Tcas001643,turquoise,3
Tcas001318,turquoise,3
Tcas000628,turquoise,3
Tcas001596,turquoise,3
Tcas000864,turquoise,3
Tcas000853,turquoise,3
Tcas000422,turquoise,3
Tcas000470,turquoise,3
Tcas000391,turquoise,3
Tcas000475,turquoise,3
Tcas001201,turquoise,3
Tcas000771,turquoise,3
Tcas000513,turquoise,3
Tcas000213,turquoise,3
Tcas001264,turquoise,3
Tcas000257,turquoise,3
Tcas001068,turquoise,3
Tcas001368,turquoise,3
Tcas000791,turquoise,3
Tcas000688,turquoise,3
Tcas001012,turquoise,3
Tcas001441,turquoise,3
Tcas001620,turquoise,3
Tcas001411,turquoise,3
Tcas000996,turquoise,3
Tcas001440,turquoise,3
Tcas001163,turquoise,3
Tcas001625,turquoise,3
Tcas000525,turquoise,3
Tcas000904,turquoise,3
Tcas000254,turquoise,3
Tcas001473,turquoise,3
Tcas001468,turquoise,3
Tcas001650,turquoise,3
Tcas000597,turquoise,3
Tcas000972,turquoise,3
Tcas001284,turquoise,3
Tcas000415,turquoise,3
Tcas001712,turquoise,3
Tcas001308,turquoise,3
Tcas000249,turquoise,3
Tcas001534,turquoise,3
Tcas000656,turquoise,3
Tcas000165,turquoise,3
Tcas001661,turquoise,3
Tcas000645,turquoise,3
Tcas000237,turquoise,3
Tcas001415,turquoise,3
Tcas001393,turquoise,3
Tcas001389,turquoise,3
Tcas001314,turquoise,3
Tcas000356,turquoise,3
Tcas000583,turquoise,3
Tcas001479,turquoise,3
Tcas001417,turquoise,3
Tcas000188,turquoise,3
Tcas001052,turquoise,3
Tcas001461,turquoise,3
Tcas000632,turquoise,3
Tcas001262,turquoise,3
Tcas001704,turquoise,3
Tcas000714,turquoise,3
Tcas001138,turquoise,3
Tcas001261,turquoise,3
Tcas000793,turquoise,3
Tcas000967,turquoise,3
Tcas000370,turquoise,3
Tcas001370,turquoise,3
Tcas001197,turquoise,3
Tcas001013,turquoise,3
Tcas001121,turquoise,3
Tcas001669,turquoise,3
Tcas001404,turquoise,3
Tcas000800,turquoise,3
Tcas001234,turquoise,3
Tcas001039,turquoise,3
Tcas000797,turquoise,3
Tcas000407,turquoise,3
Tcas000802,turquoise,3
Tcas000375,turquoise,3
Tcas001593,turquoise,3
Tcas000667,turquoise,3
Tcas000596,turquoise,3
Tcas000207,turquoise,3
Tcas001613,turquoise,3
Tcas001367,turquoise,3
Tcas001106,turquoise,3
Tcas001736,turquoise,3
Tcas001458,turquoise,3
Tcas001041,turquoise,3
Tcas001321,turquoise,3
Tcas001532,turquoise,3
Tcas000514,turquoise,3
Tcas001656,turquoise,3
Tcas001668,turquoise,3
Tcas001549,turquoise,3
Tcas001335,turquoise,3
Tcas001371,turquoise,3
Tcas001297,turquoise,3
Tcas001083,turquoise,3
Tcas000634,turquoise,3
Tcas000518,turquoise,3
Tcas001140,turquoise,3
Tcas000301,turquoise,3
Tcas000388,turquoise,3
Tcas001127,turquoise,3
Tcas001298,turquoise,3
Tcas000715,turquoise,3
Tcas001135,turquoise,3
Tcas000955,turquoise,3
Tcas000403,turquoise,3
Tcas000127,turquoise,3
Tcas000133,turquoise,3
Tcas001006,turquoise,3
Tcas001491,turquoise,3
Tcas000946,turquoise,3
Tcas000530,turquoise,3
Tcas000371,turquoise,3
Tcas001519,turquoise,3
Tcas000510,turquoise,3
Tcas001449,turquoise,3
Tcas001745,turquoise,3
Tcas001750,turquoise,3
Tcas001756,turquoise,3
Tcas001759,turquoise,3
Tcas001760,turquoise,3
Tcas001761,turquoise,3
Tcas001763,turquoise,3
Tcas001773,turquoise,3
Tcas001769,turquoise,3
Tcas001774,turquoise,3
Tcas001767,turquoise,3
Tcas001766,turquoise,3
Tcas001764,turquoise,3
Tcas001776,turquoise,3
Tcas001778,turquoise,3
Tcas001998,turquoise,3
Tcas002306,turquoise,3
Tcas002189,turquoise,3
Tcas001951,turquoise,3
Tcas001949,turquoise,3
Tcas002284,turquoise,3
Tcas002400,turquoise,3
Tcas001983,turquoise,3
Tcas002093,turquoise,3
Tcas002313,turquoise,3
Tcas002260,turquoise,3
Tcas002160,turquoise,3
Tcas001911,turquoise,3
Tcas002016,turquoise,3
Tcas002188,turquoise,3
Tcas002029,turquoise,3
Tcas002014,turquoise,3
Tcas001808,turquoise,3
Tcas002096,turquoise,3
Tcas001820,turquoise,3
Tcas001957,turquoise,3
Tcas002328,turquoise,3
Tcas002307,turquoise,3
Tcas002111,turquoise,3
Tcas002236,turquoise,3
Tcas002264,turquoise,3
Tcas001986,turquoise,3
Tcas002033,turquoise,3
Tcas002292,turquoise,3
Tcas002414,turquoise,3
Tcas002394,turquoise,3
Tcas002285,turquoise,3
Tcas002087,turquoise,3
Tcas002338,turquoise,3
Tcas002357,turquoise,3
Tcas002295,turquoise,3
Tcas002156,turquoise,3
Tcas002099,turquoise,3
Tcas002165,turquoise,3
Tcas002026,turquoise,3
Tcas002217,turquoise,3
Tcas002263,turquoise,3
Tcas001968,turquoise,3
Tcas002133,turquoise,3
Tcas002226,turquoise,3
Tcas002401,turquoise,3
Tcas002294,turquoise,3
Tcas002161,turquoise,3
Tcas001907,turquoise,3
Tcas002131,turquoise,3
Tcas002092,turquoise,3
Tcas002106,turquoise,3
Tcas001915,turquoise,3
Tcas002041,turquoise,3
Tcas002377,turquoise,3
Tcas002325,turquoise,3
Tcas002229,turquoise,3
Tcas002293,turquoise,3
Tcas002318,turquoise,3
Tcas002060,turquoise,3
Tcas002316,turquoise,3
Tcas001828,turquoise,3
Tcas002112,turquoise,3
Tcas002015,turquoise,3
Tcas001881,turquoise,3
Tcas001942,turquoise,3
Tcas002180,turquoise,3
Tcas001901,turquoise,3
Tcas002304,turquoise,3
Tcas002398,turquoise,3
Tcas002157,turquoise,3
Tcas001997,turquoise,3
Tcas001990,turquoise,3
Tcas002373,turquoise,3
Tcas001842,turquoise,3
Tcas002240,turquoise,3
Tcas002050,turquoise,3
Tcas000053,grey,4
Tcas000806,grey,4
Tcas000158,grey,4
Tcas000439,grey,4
Tcas001007,grey,4
Tcas000550,grey,4
Tcas001136,grey,4
Tcas001168,grey,4
Tcas001279,grey,4
Tcas000823,grey,4
Tcas002311,grey,4
